,movieid,Cluster,title,genres
4295,4769,65,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary
4296,4770,32,"Glass House, The (2001)",Thriller
4297,4771,51,Hardball (2001),Drama
4298,4772,64,Dinner Rush (2000),Drama
4299,4773,165,Haiku Tunnel (2001),Comedy
4300,4774,84,Big Trouble (2002),Comedy|Crime
4301,4775,17,Glitter (2001),Drama|Musical|Romance
4302,4776,136,Training Day (2001),Crime|Drama|Thriller
4303,4777,11,"American Astronaut, The (2001)",Comedy|Musical|Sci-Fi
4304,4778,58,Children Underground (2001),Documentary
4305,4779,148,Go Tigers! (2001),Documentary
4306,4780,103,Liam (2000),Drama
4307,4781,73,Megiddo: The Omega Code 2 (2001),Action|Adventure|Fantasy|Sci-Fi|Thriller
4308,4782,64,Sidewalks of New York (2001),Comedy|Romance
4309,4783,195,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary
4310,4784,21,"French Lieutenant's Woman, The (1981)",Drama
4311,4785,109,"Great Silence, The (Grande silenzio, Il) (1969)",Drama|Western
4312,4786,149,"Legend of Hell House, The (1973)",Horror|Thriller
4313,4787,44,Little Man Tate (1991),Drama
4314,4788,138,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),Drama|Romance
4315,4789,97,Phantom of the Paradise (1974),Comedy|Fantasy|Horror|Musical|Thriller
4316,4790,42,"Return of a Man Called Horse, The (1976)",Western
4317,4791,168,Valdez Is Coming (1971),Western
4318,4792,153,13 Ghosts (1960),Horror
4319,4793,183,Montenegro (1981),Comedy|Drama
4320,4794,56,Opera (1987),Crime|Horror|Mystery
4321,4795,164,Father Goose (1964),Adventure|Comedy|Romance|War
4322,4796,164,"Grass Is Greener, The (1960)",Comedy|Romance
4323,4797,14,"Hole in the Head, A (1959)",Comedy|Musical
4324,4798,108,Indiscreet (1958),Comedy|Romance
4325,4799,14,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime
4326,4800,185,King Solomon's Mines (1937),Action|Adventure|Drama|Romance|Thriller
4327,4801,29,"Little Foxes, The (1941)",Drama
4328,4802,164,Operation Petticoat (1959),Action|Comedy|Romance|War
4329,4803,173,Play Misty for Me (1971),Drama|Thriller
4330,4804,67,Pocketful of Miracles (1961),Comedy|Drama
4331,4805,0,Sayonara (1957),Drama
4332,4806,152,"Shop on Main Street, The (Obchod na korze) (1965)",Drama
4333,4807,61,Spring Break (1983),Comedy
4334,4808,32,"Vanishing, The (1993)",Mystery|Thriller
4335,4809,100,Silkwood (1983),Drama
4336,4810,20,I Never Promised You a Rose Garden (1977),Drama
4337,4811,97,Quadrophenia (1979),Drama|Musical
4338,4812,95,SpaceCamp (1986),Adventure|Sci-Fi
4339,4813,95,When Worlds Collide (1951),Sci-Fi
4340,4814,52,Don't Say a Word (2001),Thriller
4341,4815,2,Hearts in Atlantis (2001),Drama
4342,4816,119,Zoolander (2001),Comedy
4343,4817,42,Born Romantic (2000),Comedy|Drama|Romance
4344,4818,140,Extreme Days (2001),Action|Adventure|Comedy|Drama
4345,4819,11,Go Figure (Va savoir) (2001),Comedy|Drama|Romance
4346,4821,167,Joy Ride (2001),Adventure|Thriller
4347,4822,110,Max Keeble's Big Move (2001),Children|Comedy
4348,4823,82,Serendipity (2001),Comedy|Romance
4349,4824,120,Grateful Dawg (2000),Documentary
4350,4825,138,"Swamp, The (Ciénaga, La) (2001)",Comedy|Drama
4351,4826,26,"Big Red One, The (1980)",Action|Adventure|Drama|War
4352,4827,70,"Boogeyman, The (1980)",Horror
4353,4828,128,"Party, The (Boum, La) (1980)",Comedy|Romance
4354,4829,56,Lady in a Cage (1964),Drama|Thriller
4355,4830,159,Brubaker (1980),Crime|Drama
4356,4831,17,Can't Stop the Music (1980),Comedy|Musical
4357,4832,42,Carny (1980),Drama
4358,4833,149,"Changeling, The (1980)",Horror|Mystery|Thriller
4359,4834,77,Cheech & Chong's Next Movie (1980),Comedy
4360,4835,97,Coal Miner's Daughter (1980),Drama
4361,4836,127,"Competition, The (1980)",Drama|Romance
4362,4837,36,Cruising (1980),Crime|Drama|Thriller
4363,4838,97,D.O.A. (1980),Documentary
4364,4839,70,Death Ship (1980),Horror
4365,4840,161,"Last Metro, The (Dernier métro, Le) (1980)",Drama|Romance
4366,4841,97,Divine Madness! (1980),Comedy
4367,4842,27,"Dogs of War, The (1980)",Drama|War
4368,4844,62,Bandits (2001),Comedy|Crime|Romance
4369,4845,76,Corky Romano (2001),Comedy|Crime
4370,4846,34,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy
4371,4847,30,Fat Girl (À ma soeur!) (2001),Drama
4372,4848,163,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
4373,4849,4,My First Mister (2001),Comedy|Drama
4374,4850,71,Spriggan (Supurigan) (1998),Action|Animation|Sci-Fi
4375,4851,130,Things Behind the Sun (2001),Drama
4376,4852,126,Bones (2001),Horror
4377,4853,137,Brannigan (1975),Action
4378,4854,84,Clambake (1967),Musical
4379,4855,136,Dirty Harry (1971),Action|Crime|Thriller
4380,4856,67,Destiny in Space (1994),Documentary|IMAX
4381,4857,127,Fiddler on the Roof (1971),Drama|Musical
4382,4858,95,Hail Columbia! (1982),Documentary|IMAX
4383,4860,84,Making the Grade (1984),Comedy
4384,4861,95,Mission to Mir (1997),Documentary|IMAX
4385,4862,9,Not Without My Daughter (1991),Drama
4386,4863,113,Female Trouble (1975),Comedy|Crime
4387,4864,57,Titanica (1992),Documentary|IMAX
4388,4865,167,From Hell (2001),Crime|Horror|Mystery|Thriller
4389,4866,32,"Last Castle, The (2001)",Action
4390,4867,57,Riding in Cars with Boys (2001),Comedy|Drama
4391,4868,16,Bangkok Dangerous (2000),Action|Crime|Romance
4392,4869,36,Burnt Money (Plata Quemada) (2000),Action|Crime|Drama|Romance|Thriller
4393,4870,193,Dancing at the Blue Iguana (2000),Drama
4394,4871,65,Focus (2001),Drama
4395,4872,30,Intimacy (2000),Drama
4396,4873,10,Waking Life (2001),Animation|Drama|Fantasy
4397,4874,43,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4398,4875,41,On the Line (2001),Comedy|Romance
4399,4876,153,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller
4400,4877,193,Better Than Sex (2000),Comedy|Romance
4401,4878,166,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4402,4879,84,High Heels and Low Lifes (2001),Action|Comedy|Crime|Drama
4403,4880,44,Life as a House (2001),Drama
4404,4881,133,"Man Who Wasn't There, The (2001)",Crime|Drama
4405,4884,36,Trembling Before G-d (2001),Documentary
4406,4885,32,Domestic Disturbance (2001),Thriller
4407,4886,146,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4408,4887,139,"One, The (2001)",Action|Sci-Fi|Thriller
4409,4888,64,Tape (2001),Drama
4410,4889,62,Heist (2001),Crime|Drama
4411,4890,83,Shallow Hal (2001),Comedy|Fantasy|Romance
4412,4892,64,Maze (2000),Romance
4413,4893,167,When a Stranger Calls (1979),Horror|Thriller
4414,4894,101,Timerider: The Adventure of Lyle Swann (1982),Action|Adventure|Sci-Fi|Western
4415,4895,77,"Wash, The (2001)",Comedy
4416,4896,35,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4417,4897,36,"Fluffer, The (2001)",Drama|Romance
4418,4898,167,Novocaine (2001),Comedy|Crime|Mystery|Thriller
4419,4899,84,Black Knight (2001),Adventure|Comedy|Fantasy
4420,4900,83,Out Cold (2001),Comedy
4421,4901,88,Spy Game (2001),Action|Crime|Drama|Thriller
4422,4902,13,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War
4423,4903,129,In the Bedroom (2001),Drama
4424,4907,136,Across 110th Street (1972),Action|Crime|Drama
4425,4908,138,"Little Soldier, The (Petit soldat, Le) (1963)",Drama|War
4426,4909,84,"Incredible Shrinking Woman, The (1981)",Comedy|Sci-Fi
4427,4911,113,Jabberwocky (1977),Adventure|Comedy|Fantasy
4428,4912,127,Funny Girl (1968),Drama|Musical|Romance
4429,4914,169,Breathless (À bout de souffle) (1960),Crime|Drama|Romance
4430,4915,194,"Beastmaster, The (1982)",Action|Adventure|Fantasy
4431,4916,191,Midway (1976),Drama|War
4432,4917,191,MacArthur (1977),Drama
4433,4918,152,"Young Lions, The (1958)",Drama|War
4434,4919,23,Subway (1985),Crime|Drama|Romance|Thriller
4435,4920,0,"Now, Voyager (1942)",Drama|Romance
4436,4921,155,Little Women (1933),Drama|Romance
4437,4922,191,Halls of Montezuma (1950),Adventure|War
4438,4923,191,Guadalcanal Diary (1943),Action|War
4439,4924,191,Anzio (1968),War
4440,4925,125,"Cheap Detective, The (1978)",Comedy
4441,4926,42,Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical
4442,4927,163,"Last Wave, The (1977)",Fantasy|Mystery|Thriller
4443,4928,169,That Obscure Object of Desire (Cet obscur objet du désir) (1977),Drama
4444,4929,84,"Toy, The (1982)",Comedy
4445,4930,98,Funeral in Berlin (1966),Action|Drama|Thriller
4446,4932,173,Dressed to Kill (1980),Mystery|Thriller
4447,4933,57,"Earthling, The (1980)",Adventure|Drama
4448,4934,16,"Exterminator, The (1980)",Action|Crime|Thriller|War
4449,4935,11,"Falls, The (1980)",Drama|Sci-Fi
4450,4936,6,Fame (1980),Drama|Musical
4451,4937,165,Fatso (1980),Comedy
4452,4938,42,"Aviator's Wife, The (La femme de l'aviateur) (1981)",Drama
4453,4939,101,"Final Countdown, The (1980)",Action|Sci-Fi
4454,4940,52,"First Deadly Sin, The (1980)",Thriller
4455,4941,134,Flash Gordon (1980),Action|Adventure|Sci-Fi
4456,4942,95,"Angry Red Planet, The (1959)",Sci-Fi
4457,4943,1,At the Earth's Core (1976),Adventure|Sci-Fi
4458,4944,1,Empire of the Ants (1977),Horror|Sci-Fi
4459,4945,137,"Enforcer, The (1976)",Crime
4460,4946,16,"Eye for an Eye, An (1981)",Action|Crime|Thriller
4461,4947,137,"Gauntlet, The (1977)",Action
4462,4949,16,Invasion U.S.A. (1985),Action|Thriller
4463,4950,16,Lone Wolf McQuade (1983),Action
4464,4951,2,Lord of the Flies (1990),Adventure|Drama|Thriller
4465,4952,134,Morons From Outer Space (1985),Comedy|Sci-Fi
4466,4953,1,"People That Time Forgot, The (1977)",Adventure|Sci-Fi
4467,4954,62,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime
4468,4955,32,"Sicilian, The (1987)",Crime|Drama
4469,4956,117,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller
4470,4957,137,Sudden Impact (1983),Crime|Thriller
4471,4958,33,Behind Enemy Lines (2001),Action|Drama|War
4472,4959,21,"Affair of the Necklace, The (2001)",Drama
4473,4960,165,"Independent, The (2000)",Comedy
4474,4961,193,Pornstar: The Legend of Ron Jeremy (2001),Documentary
4475,4962,32,Texas Rangers (2001),Adventure|Western
4476,4963,62,Ocean's Eleven (2001),Crime|Thriller
4477,4964,138,Baran (2001),Adventure|Drama|Romance
4478,4965,64,"Business of Strangers, The (2001)",Action|Drama|Thriller
4479,4966,59,"Incredible Shrinking Man, The (1957)",Sci-Fi|Thriller
4480,4967,26,No Man's Land (2001),Drama|War
4481,4968,68,Piñero (2001),Drama
4482,4969,173,And Then There Were None (1945),Crime|Mystery
4483,4970,8,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
4484,4971,67,Moscow on the Hudson (1984),Comedy|Drama
4485,4972,64,"Owl and the Pussycat, The (1970)",Comedy
4486,4973,46,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
4487,4974,61,Not Another Teen Movie (2001),Comedy
4488,4975,178,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4489,4976,100,Iris (2001),Drama
4490,4977,9,Kandahar (Safar e Ghandehar) (2001),Drama
4491,4978,63,Lantana (2001),Drama|Mystery|Thriller
4492,4979,117,"Royal Tenenbaums, The (2001)",Comedy|Drama
4493,4980,28,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi
4494,4981,14,Clockwise (1986),Comedy
4495,4982,1,"Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)",Horror|Sci-Fi
4496,4983,191,"Holcroft Covenant, The (1985)",Drama|Thriller
4497,4984,169,Morgan! (1966),Comedy|Drama|Fantasy
4498,4985,17,Sheena (1984),Action|Adventure|Fantasy
4499,4986,70,Silent Rage (1982),Action|Sci-Fi
4500,4987,134,Spacehunter: Adventures in the Forbidden Zone (1983),Action|Adventure|Sci-Fi
4501,4988,128,White Water Summer (1987),Adventure
4502,4989,77,How High (2001),Comedy
4503,4990,25,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
4504,4991,41,Joe Somebody (2001),Comedy|Drama|Romance
4505,4992,82,Kate & Leopold (2001),Comedy|Romance
4506,4993,69,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4507,4994,4,"Majestic, The (2001)",Comedy|Drama|Romance
4508,4995,44,"Beautiful Mind, A (2001)",Drama|Romance
4509,4996,163,Little Otik (Otesánek) (2000),Comedy|Drama|Fantasy
4510,4997,70,"Convent, The (2000)",Horror|Sci-Fi
4511,4998,29,"Defiant Ones, The (1958)",Adventure|Crime|Drama|Thriller
4512,4999,8,Dodsworth (1936),Drama|Romance
4513,5000,11,Medium Cool (1969),Drama|Romance
4514,5001,191,Sahara (1943),Action|Drama|War
4515,5002,130,Fritz the Cat (1972),Animation
4516,5003,193,"Nine Lives of Fritz the Cat, The (1974)",Animation
4517,5004,124,"Party, The (1968)",Comedy
4518,5005,29,Separate Tables (1958),Drama
4519,5006,193,Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian) (1992),Action|Adventure|Comedy|Fantasy
4520,5007,173,Topkapi (1964),Adventure|Comedy|Thriller
4521,5008,102,Witness for the Prosecution (1957),Drama|Mystery|Thriller
4522,5009,68,Ali (2001),Drama
4523,5010,26,Black Hawk Down (2001),Action|Drama|War
4524,5011,161,Charlotte Gray (2001),Drama|Romance
4525,5012,6,Yentl (1983),Drama|Musical|Romance
4526,5013,64,Gosford Park (2001),Comedy|Drama|Mystery
4527,5014,44,I Am Sam (2001),Drama
4528,5015,129,Monster's Ball (2001),Drama|Romance
4529,5016,2,"Shipping News, The (2001)",Drama
4530,5017,112,"Big Heat, The (1953)",Drama|Film-Noir
4531,5018,89,Motorama (1991),Adventure|Comedy|Crime|Drama|Fantasy|Mystery|Sci-Fi|Thriller
4532,5021,124,Murder by Death (1976),Comedy|Crime|Mystery|Thriller
4533,5022,169,"Servant, The (1963)",Drama
4534,5023,100,"Waterdance, The (1992)",Drama
4535,5024,138,Come Undone (Presque Rien) (2000),Drama|Romance
4536,5025,83,Orange County (2002),Comedy
4537,5026,34,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller
4538,5027,50,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller
4539,5028,11,What Time Is It There? (Ni neibian jidian) (2001),Drama
4540,5029,52,China Moon (1994),Thriller
4541,5033,154,"Russia House, The (1990)",Drama|Thriller
4542,5034,4,"Truly, Madly, Deeply (1991)",Drama|Romance
4543,5035,2,Wuthering Heights (1970),Drama
4544,5036,164,California Suite (1978),Comedy
4545,5037,67,"Long Gray Line, The (1955)",Drama
4546,5038,158,"Flight of Dragons, The (1982)",Adventure|Animation|Children|Drama|Fantasy
4547,5039,194,Dragonslayer (1981),Action|Adventure|Fantasy
4548,5040,15,Conan the Destroyer (1984),Action|Adventure|Fantasy
4549,5041,142,Fire and Ice (1983),Animation|Fantasy
4550,5042,113,Forbidden Zone (1980),Musical|Sci-Fi
4551,5044,128,Foxes (1980),Drama
4552,5045,134,Galaxina (1980),Comedy|Sci-Fi
4553,5046,28,Impostor (2002),Action|Drama|Sci-Fi|Thriller
4554,5047,125,Kung Pow: Enter the Fist (2002),Action|Comedy
4555,5048,170,Snow Dogs (2002),Adventure|Children|Comedy
4556,5049,137,48 Hrs. (1982),Action|Comedy|Crime|Drama
4557,5051,64,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance
4558,5053,180,Blankman (1994),Comedy
4559,5054,101,Brainstorm (1983),Sci-Fi|Thriller
4560,5055,34,Dragon: The Bruce Lee Story (1993),Action|Drama
4561,5056,46,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",Crime|Drama
4562,5057,84,4 for Texas (1963),Comedy|Western
4563,5058,163,Heart of Glass (Herz aus Glas) (1976),Drama
4564,5059,27,Little Dieter Needs to Fly (1997),Documentary
4565,5060,26,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
4566,5061,42,Mrs. Soffel (1984),Drama|Romance
4567,5062,169,Seconds (1966),Mystery|Sci-Fi|Thriller
4568,5063,168,One-Eyed Jacks (1961),Western
4569,5064,185,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
4570,5065,167,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
4571,5066,4,"Walk to Remember, A (2002)",Drama|Romance
4572,5068,174,Beijing Bicycle (Shiqi sui de dan che) (2001),Drama
4573,5069,71,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy
4574,5071,89,Maelström (2000),Drama|Romance
4575,5072,199,Metropolis (2001),Animation|Sci-Fi
4576,5073,103,"Son's Room, The (Stanza del figlio, La) (2001)",Drama
4577,5074,89,Storytelling (2001),Comedy|Drama
4578,5075,89,Waydowntown (2000),Comedy
4579,5076,2,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama
4580,5077,82,Cousins (1989),Comedy|Romance
4581,5078,41,Falling in Love (1984),Drama|Romance
4582,5079,42,Young at Heart (1954),Drama|Musical|Romance
4583,5080,61,Slackers (2002),Comedy
4584,5081,111,Birthday Girl (2001),Drama|Romance
4585,5083,42,Rare Birds (2001),Comedy|Drama
4586,5084,70,Caged Heat (1974),Action
4587,5085,127,Carmen Jones (1954),Drama|Musical
4588,5086,97,"Five Heartbeats, The (1991)",Drama|Musical
4589,5087,30,Get Out Your Handkerchiefs (Préparez vos mouchoirs) (1978),Comedy|Drama|Romance
4590,5088,30,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama
4591,5090,21,"Hunchback of Notre Dame, The (Notre Dame de Paris) (1956)",Drama
4592,5091,42,The Man from Acapulco (1973),Action|Comedy|Fantasy|Romance
4593,5092,110,Big Fat Liar (2002),Children|Comedy
4594,5093,33,Collateral Damage (2002),Action|Thriller
4595,5094,17,Rollerball (2002),Action|Sci-Fi
4596,5095,181,"Scotland, Pa. (2001)",Comedy|Crime
4597,5096,84,Baby's Day Out (1994),Comedy
4598,5097,110,Bright Eyes (1934),Comedy|Drama
4599,5098,6,Dimples (1936),Musical
4600,5099,107,Heidi (1937),Children|Drama
4601,5100,42,"Man Who Loved Women, The (1983)",Comedy
4602,5101,184,Richard Pryor Here and Now (1983),Comedy|Documentary
4603,5102,51,Rookie of the Year (1993),Comedy|Fantasy
4604,5103,51,"Sandlot, The (1993)",Children|Comedy|Drama
4605,5104,13,Cows (Vacas) (1991),Drama
4606,5105,163,Don't Look Now (1973),Drama|Horror|Thriller
4607,5106,85,Crossroads (2002),Comedy|Musical|Romance
4608,5107,191,Hart's War (2002),Drama|War
4609,5108,57,John Q (2002),Crime|Drama|Thriller
4610,5109,104,Return to Never Land (2002),Adventure|Animation|Children
4611,5110,77,Super Troopers (2001),Comedy|Crime|Mystery
4612,5111,32,"Good Son, The (1993)",Drama|Thriller
4613,5112,100,Last Orders (2001),Drama
4614,5113,84,After the Fox (Caccia alla volpe) (1966),Comedy|Crime
4615,5114,29,"Bad and the Beautiful, The (1952)",Drama
4616,5116,164,Designing Woman (1957),Comedy
4617,5117,6,Funny Lady (1975),Comedy|Musical
4618,5118,8,"Heartbreak Kid, The (1972)",Comedy|Romance
4619,5119,58,Saturday Night and Sunday Morning (1960),Drama
4620,5120,29,Sleuth (1972),Comedy|Mystery|Thriller
4621,5121,58,Stroszek (1977),Comedy|Drama
4622,5122,174,Summer of '42 (1971),Drama
4623,5123,64,"Touch of Class, A (1973)",Comedy
4624,5125,14,Used Cars (1980),Comedy
4625,5126,1,"Deadly Mantis, The (1957)",Horror|Sci-Fi
4626,5127,167,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller
4627,5128,186,Queen of the Damned (2002),Fantasy|Horror
4628,5131,165,How to Kill Your Neighbor's Dog (2000),Comedy|Drama
4629,5134,148,Mean Machine (2001),Comedy|Drama
4630,5135,67,Monsoon Wedding (2001),Comedy|Romance
4631,5136,70,Wendigo (2001),Drama|Horror
4632,5137,97,Scratch (2001),Documentary
4633,5139,51,"Bad News Bears, The (1976)",Comedy
4634,5140,51,"Bad News Bears Go to Japan, The (1978)",Comedy
4635,5141,51,"Bad News Bears in Breaking Training, The (1977)",Comedy
4636,5142,138,"Firemen's Ball, The (Horí, má panenko) (1967)",Comedy|Drama
4637,5143,42,"Lone Ranger, The (1956)",Adventure|Western
4638,5145,58,Loves of a Blonde (Lásky jedné plavovlásky) (1965),Comedy|Drama|Romance
4639,5146,71,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi
4640,5147,46,Wild Strawberries (Smultronstället) (1957),Drama
4641,5148,2,Black Like Me (1964),Drama
4642,5151,61,40 Days and 40 Nights (2002),Comedy|Romance
4643,5152,27,We Were Soldiers (2002),Action|Drama|War
4644,5153,30,Trouble Every Day (2001),Drama|Horror|Thriller
4645,5155,193,"Big Bird Cage, The (1972)",Action
4646,5157,141,"Church, The (Chiesa, La) (1989)",Drama|Fantasy|Horror
4647,5158,44,Cross Creek (1983),Drama
4648,5159,197,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical
4649,5160,145,Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus) (1980),Action|Horror|Thriller
4650,5161,192,Intersection (1994),Drama|Romance
4651,5162,192,"Jo Jo Dancer, Your Life is Calling (1986)",Comedy|Drama
4652,5163,56,StageFright: Aquarius (1987),Horror|Thriller
4653,5164,110,"Troll in Central Park, A (1994)",Animation|Children
4654,5165,145,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror
4655,5167,164,My Favorite Brunette (1947),Comedy|Mystery
4656,5168,127,Royal Wedding (1951),Comedy|Musical|Romance
4657,5169,133,Scarlet Street (1945),Film-Noir
4658,5170,140,All About the Benjamins (2002),Action|Comedy|Crime
4659,5171,101,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
4660,5172,89,Full Frontal (2002),Comedy|Drama|Romance
4661,5173,42,Divorcing Jack (1998),Comedy|Thriller
4662,5174,20,"Field, The (1990)",Drama
4663,5175,48,Hidden Agenda (1990),Drama|Thriller
4664,5177,132,"Magnificent Ambersons, The (1942)",Drama|Romance
4665,5179,111,Gloria (1980),Drama|Thriller
4666,5180,97,"Great Rock 'n' Roll Swindle, The (1980)",Documentary
4667,5181,95,Hangar 18 (1980),Action|Sci-Fi|Thriller
4668,5182,140,Hawk the Slayer (1980),Action|Fantasy
4669,5183,126,He Knows You're Alone (a.k.a. Blood Wedding) (1980),Horror|Thriller
4670,5184,168,Heaven's Gate (1980),Western
4671,5185,180,Hero at Large (1980),Comedy
4672,5186,97,Honeysuckle Rose (a.k.a. On the Road Again) (1980),Drama|Romance
4673,5187,154,Hopscotch (1980),Comedy
4674,5188,84,How to Beat the High Cost of Living (1980),Comedy
4675,5189,1,Humanoids from the Deep (1980),Horror|Sci-Fi
4676,5190,57,Inside Moves (1980),Drama
4677,5192,1,"Island, The (1980)",Adventure|Horror|Thriller
4678,5193,6,"Jazz Singer, The (1980)",Musical
4679,5194,138,Who's Singin' Over There? (a.k.a. Who Sings Over There) (Ko to tamo peva) (1980),Comedy
4680,5195,70,"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The) (1981)",Horror
4681,5196,191,Lion of the Desert (1980),War
4682,5197,128,Little Darlings (1980),Drama
4683,5198,136,"Long Good Friday, The (1980)",Drama|Thriller
4684,5199,168,"Long Riders, The (1980)",Western
4685,5200,140,"Man Who Saw Tomorrow, The (1980)",Documentary
4686,5202,183,Mon oncle d'Amérique (1980),Drama
4687,5203,151,The Monster Club (1981),Comedy|Horror
4688,5204,89,Death Watch (La Mort en Direct) (1980),Drama|Sci-Fi
4689,5205,56,Motel Hell (1980),Comedy|Horror
4690,5206,172,Mother's Day (1980),Comedy|Horror
4691,5208,42,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",Drama|War
4692,5210,145,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)",Horror
4693,5211,78,"Nude Bomb, The (1980)",Comedy
4694,5212,16,"Octagon, The (1980)",Action
4695,5213,73,"Oh, God! Book II (1980)",Comedy
4696,5214,73,"Oh, God! (1977)",Comedy|Fantasy
4697,5215,170,"Oh, Heavenly Dog! (1980)",Comedy|Crime
4698,5216,5,"Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Montón) (1980)",Comedy
4699,5217,84,Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980),Action|Comedy|Sci-Fi
4700,5218,146,Ice Age (2002),Adventure|Animation|Children|Comedy
4701,5219,47,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
4702,5220,84,Showtime (2002),Action|Comedy
4703,5221,114,Harrison's Flowers (2000),Drama
4704,5222,36,Kissing Jessica Stein (2001),Comedy|Romance
4705,5223,42,Pauline & Paulette (Pauline en Paulette) (2001),Comedy|Drama
4706,5224,9,Promises (2001),Documentary
4707,5225,63,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
4708,5226,148,All the Right Moves (1983),Drama|Romance
4709,5227,147,Barabbas (1961),Adventure|Drama
4710,5228,153,"Ghost Breakers, The (1940)",Comedy|Horror
4711,5230,67,"Paleface, The (1948)",Comedy|Western
4712,5231,164,Road to Morocco (1942),Comedy
4713,5232,14,Road to Singapore (1940),Comedy|Musical
4714,5233,164,Road to Utopia (1946),Comedy
4715,5234,14,Road to Zanzibar (1941),Comedy
4716,5235,134,Split Second (1992),Action|Sci-Fi|Thriller
4717,5236,138,"Tale of Springtime, A (Conte de Printemps) (1990)",Drama|Romance
4718,5237,159,Taps (1981),Drama
4719,5238,64,Return of the Secaucus 7 (1980),Drama
4720,5239,97,Rude Boy (1980),Documentary|Drama
4721,5240,154,Running Scared (1980),Action|Drama
4722,5241,164,Seems Like Old Times (1980),Comedy|Romance
4723,5243,34,"Young Master, The (Shi di chu ma) (1980)",Action|Comedy
4724,5244,162,Shogun Assassin (1980),Action|Adventure
4725,5245,101,Simon (1980),Comedy|Sci-Fi
4726,5246,50,Smokey and the Bandit II (1980),Action|Comedy
4727,5247,14,Smokey and the Bandit (1977),Action|Comedy
4728,5248,50,Smokey and the Bandit III (1983),Action|Comedy
4729,5249,130,Spetters (1980),Comedy|Drama
4730,5250,14,Stir Crazy (1980),Comedy
4731,5251,14,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)",Comedy
4732,5254,94,Blade II (2002),Action|Horror|Thriller
4733,5255,61,Sorority Boys (2002),Comedy
4734,5256,73,Stolen Summer (2002),Drama
4735,5258,183,George Washington (2000),Drama
4736,5262,56,Mr. Sardonicus (1961),Horror
