,movieid,Cluster,title,genres
1267,1405,21,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1268,1406,87,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
1269,1407,168,Scream (1996),Comedy|Horror|Mystery|Thriller
1270,1408,195,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1271,1409,122,Michael (1996),Comedy|Drama|Fantasy|Romance
1272,1410,156,"Evening Star, The (1996)",Comedy|Drama
1273,1411,47,Hamlet (1996),Crime|Drama|Romance
1274,1412,77,Some Mother's Son (1996),Drama
1275,1413,170,"Whole Wide World, The (1996)",Drama
1276,1414,150,Mother (1996),Comedy
1277,1415,183,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1278,1416,178,Evita (1996),Drama|Musical
1279,1417,120,"Portrait of a Lady, The (1996)",Drama
1280,1419,136,Walkabout (1971),Adventure|Drama
1281,1420,120,Message to Love: The Isle of Wight Festival (1996),Documentary
1282,1421,60,Grateful Dead (1995),Documentary
1283,1422,3,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1284,1423,51,Hearts and Minds (1996),Drama
1285,1425,30,Fierce Creatures (1997),Comedy
1286,1426,7,Zeus and Roxanne (1997),Children
1287,1427,120,Turbulence (1997),Action|Thriller
1288,1428,183,Angel Baby (1995),Drama
1289,1429,147,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
1290,1430,87,Underworld (1996),Comedy|Thriller
1291,1431,79,Beverly Hills Ninja (1997),Action|Comedy
1292,1432,84,Metro (1997),Action|Comedy|Crime|Drama|Thriller
1293,1433,7,The Machine (1994),Horror|Sci-Fi|Thriller
1294,1434,191,"Stranger, The (1994)",Action
1295,1436,111,Falling in Love Again (1980),Comedy
1296,1437,19,"Cement Garden, The (1993)",Drama
1297,1438,2,Dante's Peak (1997),Action|Thriller
1298,1439,130,Meet Wally Sparks (1997),Comedy
1299,1440,108,Amos & Andrew (1993),Comedy
1300,1441,76,Benny & Joon (1993),Comedy|Romance
1301,1442,5,Prefontaine (1997),Drama
1302,1444,19,Guantanamera (1994),Comedy
1303,1445,30,McHale's Navy (1997),Comedy|War
1304,1446,17,Kolya (Kolja) (1996),Comedy|Drama
1305,1447,13,Gridlock'd (1997),Crime
1306,1448,171,Fire on the Mountain (1996),Documentary
1307,1449,51,Waiting for Guffman (1996),Comedy
1308,1450,30,Prisoner of the Mountains (Kavkazsky plennik) (1996),War
1309,1453,130,"Beautician and the Beast, The (1997)",Comedy|Romance
1310,1454,186,SubUrbia (1997),Comedy|Drama
1311,1455,98,Hotel de Love (1996),Comedy|Romance
1312,1456,143,"Pest, The (1997)",Comedy
1313,1457,11,Fools Rush In (1997),Comedy|Drama|Romance
1314,1458,177,Touch (1997),Drama|Fantasy|Romance
1315,1459,8,Absolute Power (1997),Mystery|Thriller
1316,1460,104,That Darn Cat (1997),Children|Comedy|Mystery
1317,1461,44,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
1318,1463,26,That Old Feeling (1997),Comedy|Romance
1319,1464,61,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1320,1465,75,Rosewood (1997),Action|Drama
1321,1466,7,Donnie Brasco (1997),Crime|Drama
1322,1468,53,Booty Call (1997),Comedy|Romance
1323,1470,19,Rhyme & Reason (1997),Documentary
1324,1471,23,Boys Life 2 (1997),Drama
1325,1472,122,City of Industry (1997),Crime|Thriller
1326,1473,168,Best Men (1997),Action|Comedy|Crime|Drama
1327,1474,13,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy
1328,1475,57,Kama Sutra: A Tale of Love (1996),Romance
1329,1476,23,Private Parts (1997),Comedy|Drama
1330,1477,182,Love Jones (1997),Romance
1331,1479,98,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
1332,1480,3,Smilla's Sense of Snow (1997),Drama|Thriller
1333,1482,31,"Van, The (1996)",Comedy|Drama
1334,1483,23,Crash (1996),Drama|Thriller
1335,1484,186,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance
1336,1485,156,Liar Liar (1997),Comedy
1337,1486,52,"Quiet Room, The (1996)",Drama
1338,1487,128,Selena (1997),Drama|Musical
1339,1488,174,"Devil's Own, The (1997)",Action|Drama|Thriller
1340,1489,163,Cats Don't Dance (1997),Animation|Children|Musical
1341,1490,61,B*A*P*S (1997),Comedy
1342,1493,150,Love and Other Catastrophes (1996),Romance
1343,1495,162,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
1344,1496,13,Anna Karenina (1997),Drama|Romance
1345,1497,5,Double Team (1997),Action
1346,1498,152,Inventing the Abbotts (1997),Drama|Romance
1347,1499,182,Anaconda (1997),Action|Adventure|Thriller
1348,1500,79,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1349,1501,190,Keys to Tulsa (1997),Crime
1350,1502,83,Kissed (1996),Drama|Romance
1351,1503,13,8 Heads in a Duffel Bag (1997),Comedy
1352,1504,32,Hollow Reed (1996),Drama
1353,1507,135,Paradise Road (1997),Drama|War
1354,1508,87,Traveller (1997),Drama
1355,1509,183,All Over Me (1997),Drama
1356,1511,150,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance
1357,1513,174,Romy and Michele's High School Reunion (1997),Comedy
1358,1514,185,Temptress Moon (Feng Yue) (1996),Romance
1359,1515,128,Volcano (1997),Action|Drama|Thriller
1360,1516,153,Children of the Revolution (1996),Comedy
1361,1517,4,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1362,1518,120,Breakdown (1997),Action|Thriller
1363,1519,65,Broken English (1996),Drama
1364,1520,40,Commandments (1997),Romance
1365,1523,173,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
1366,1525,26,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy
1367,1526,23,Fathers' Day (1997),Comedy
1368,1527,66,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1369,1529,194,Nowhere (1997),Comedy|Drama
1370,1531,11,Losing Chase (1996),Drama
1371,1532,113,Sprung (1997),Comedy
1372,1533,47,"Promise, The (La promesse) (1996)",Drama
1373,1534,137,"Bonheur, Le (1965)",Drama
1374,1535,106,Love! Valour! Compassion! (1997),Drama|Romance
1375,1537,1,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1376,1538,152,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children
1377,1539,129,Twin Town (1997),Comedy|Crime
1378,1541,177,Addicted to Love (1997),Comedy|Romance
1379,1542,83,Brassed Off (1996),Comedy|Drama|Romance
1380,1543,155,"Designated Mourner, The (1997)",Drama
1381,1544,175,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1382,1545,51,Ponette (1996),Drama
1383,1546,75,Schizopolis (1996),Comedy
1384,1547,18,Shiloh (1997),Children|Drama
1385,1549,46,Rough Magic (1995),Drama|Romance
1386,1550,120,Trial and Error (1997),Comedy|Romance
1387,1551,36,Buddy (1997),Adventure|Children|Drama
1388,1552,75,Con Air (1997),Action|Adventure|Thriller
1389,1554,182,"Pillow Book, The (1996)",Drama|Romance
1390,1555,17,"To Have, or Not (En avoir (ou pas)) (1995)",Drama
1391,1556,94,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1392,1562,172,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1393,1563,185,Dream With the Fishes (1997),Drama
1394,1564,17,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
1395,1565,128,Head Above Water (1996),Comedy|Thriller
1396,1566,100,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
1397,1567,182,The Last Time I Committed Suicide (1997),Drama
1398,1569,168,My Best Friend's Wedding (1997),Comedy|Romance
1399,1570,61,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi
1400,1571,40,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance
1401,1572,7,"Contempt (Mépris, Le) (1963)",Drama
1402,1573,153,Face/Off (1997),Action|Crime|Drama|Thriller
1403,1574,105,Fall (1997),Romance
1404,1575,108,Gabbeh (1996),Drama
1405,1580,47,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1406,1581,116,Out to Sea (1997),Comedy
1407,1582,82,Wild America (1997),Adventure|Children
1408,1583,127,"Simple Wish, A (1997)",Children|Fantasy
1409,1584,61,Contact (1997),Drama|Sci-Fi
1410,1585,63,Love Serenade (1996),Comedy
1411,1586,59,G.I. Jane (1997),Action|Drama
1412,1587,93,Conan the Barbarian (1982),Action|Adventure|Fantasy
1413,1588,18,George of the Jungle (1997),Children|Comedy
1414,1589,23,Cop Land (1997),Action|Crime|Drama|Thriller
1415,1590,73,Event Horizon (1997),Horror|Sci-Fi|Thriller
1416,1591,0,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1417,1592,89,Air Bud (1997),Children|Comedy
1418,1593,128,Picture Perfect (1997),Comedy|Romance
1419,1594,128,In the Company of Men (1997),Comedy|Drama
1420,1595,126,Free Willy 3: The Rescue (1997),Adventure|Children|Drama
1421,1596,120,Career Girls (1997),Drama
1422,1597,127,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1423,1598,7,Desperate Measures (1998),Crime|Drama|Thriller
1424,1599,155,Steel (1997),Action
1425,1600,78,She's So Lovely (1997),Drama|Romance
1426,1601,185,Hoodlum (1997),Crime|Drama|Film-Noir
1427,1602,54,Leave It to Beaver (1997),Comedy
1428,1603,148,Mimic (1997),Horror|Sci-Fi|Thriller
1429,1604,51,Money Talks (1997),Action|Comedy
1430,1605,171,Excess Baggage (1997),Adventure|Romance
1431,1606,44,Kull the Conqueror (1997),Action|Adventure
1432,1608,186,Air Force One (1997),Action|Thriller
1433,1609,186,187 (One Eight Seven) (1997),Drama|Thriller
1434,1610,18,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1435,1611,105,My Own Private Idaho (1991),Drama|Romance
1436,1612,133,"Kiss Me, Guido (1997)",Comedy
1437,1613,116,Star Maps (1997),Drama
1438,1614,153,In & Out (1997),Comedy
1439,1615,195,"Edge, The (1997)",Adventure|Drama
1440,1616,178,"Peacemaker, The (1997)",Action|Thriller|War
1441,1617,185,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1442,1619,127,Seven Years in Tibet (1997),Adventure|Drama|War
1443,1620,8,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1444,1621,179,Soul Food (1997),Drama
1445,1622,23,Kicked in the Head (1997),Comedy|Drama
1446,1623,147,Wishmaster (1997),Horror
1447,1624,37,"Thousand Acres, A (1997)",Drama
1448,1625,184,"Game, The (1997)",Drama|Mystery|Thriller
1449,1626,156,Fire Down Below (1997),Action|Drama|Thriller
1450,1627,183,U Turn (1997),Crime|Drama|Mystery
1451,1628,120,"Locusts, The (1997)",Drama
1452,1629,11,"MatchMaker, The (1997)",Comedy|Romance
1453,1631,36,"Assignment, The (1997)",Action|Thriller
1454,1632,120,"Smile Like Yours, A (1997)",Comedy|Romance
1455,1633,51,Ulee's Gold (1997),Drama
1456,1635,179,"Ice Storm, The (1997)",Drama
1457,1636,98,Stag (1997),Action|Thriller
1458,1639,138,Chasing Amy (1997),Comedy|Drama|Romance
1459,1640,54,How to Be a Player (1997),Comedy
1460,1641,63,"Full Monty, The (1997)",Comedy|Drama
1461,1642,152,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
1462,1643,96,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1463,1644,177,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1464,1645,168,The Devil's Advocate (1997),Drama|Mystery|Thriller
1465,1646,54,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
1466,1647,58,Playing God (1997),Crime|Drama|Thriller
1467,1648,123,"House of Yes, The (1997)",Comedy|Drama
1468,1649,196,"Fast, Cheap & Out of Control (1997)",Documentary
1469,1650,186,Washington Square (1997),Drama
1470,1651,75,Telling Lies in America (1997),Drama
1471,1652,44,Year of the Horse (1997),Documentary
1472,1653,114,Gattaca (1997),Drama|Sci-Fi|Thriller
1473,1654,17,FairyTale: A True Story (1997),Children|Drama|Fantasy
1474,1655,64,Phantoms (1998),Drama|Horror|Thriller
1475,1656,3,Swept from the Sea (1997),Drama|Romance
1476,1657,23,Wonderland (1997),Comedy|Documentary
1477,1658,86,"Life Less Ordinary, A (1997)",Romance|Thriller
1478,1659,111,Hurricane Streets (1997),Drama
1479,1660,185,Eve's Bayou (1997),Drama
1480,1661,174,Switchback (1997),Crime|Mystery|Thriller
1481,1662,137,Gang Related (1997),Crime
1482,1663,0,Stripes (1981),Comedy|War
1483,1664,106,Nenette and Boni (Nénette et Boni) (1996),Drama
1484,1665,101,Bean (1997),Comedy
1485,1666,196,Hugo Pool (1997),Romance
1486,1667,156,Mad City (1997),Action|Drama
1487,1668,38,One Night Stand (1997),Drama
1488,1669,156,"Tango Lesson, The (1997)",Romance
1489,1670,135,Welcome to Sarajevo (1997),Drama|War
1490,1671,179,Deceiver (1997),Crime|Drama|Thriller
1491,1672,21,"Rainmaker, The (1997)",Drama
1492,1673,7,Boogie Nights (1997),Drama
1493,1674,8,Witness (1985),Drama|Romance|Thriller
1494,1675,116,Incognito (1997),Crime|Thriller
1495,1676,131,Starship Troopers (1997),Action|Sci-Fi
1496,1677,57,Critical Care (1997),Comedy|Drama
1497,1678,4,"Joy Luck Club, The (1993)",Drama|Romance
1498,1679,54,Chairman of the Board (1998),Comedy
1499,1680,36,Sliding Doors (1998),Drama|Romance
1500,1681,113,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
1501,1682,173,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1502,1683,123,"Wings of the Dove, The (1997)",Drama|Romance
1503,1684,146,Mrs. Dalloway (1997),Drama|Romance
1504,1685,31,"I Love You, I Love You Not (1996)",Drama|Romance
1505,1686,121,Red Corner (1997),Crime|Thriller
1506,1687,163,"Jackal, The (1997)",Action|Thriller
1507,1688,175,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1508,1689,115,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
1509,1690,134,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1510,1692,198,Alien Escape (1995),Horror|Sci-Fi
1511,1693,134,Amistad (1997),Drama|Mystery
1512,1694,198,"Apostle, The (1997)",Drama
1513,1695,134,Artemisia (1997),Drama
1514,1696,103,Bent (1997),Drama|War
1515,1698,134,"Boys, Les (1997)",Comedy
1516,1699,194,"Butcher Boy, The (1997)",Comedy|Drama
1517,1701,160,Deconstructing Harry (1997),Comedy|Drama
1518,1702,160,Flubber (1997),Children|Comedy|Fantasy
1519,1703,189,For Richer or Poorer (1997),Comedy
1520,1704,42,Good Will Hunting (1997),Drama|Romance
1521,1707,166,Home Alone 3 (1997),Children|Comedy
1522,1711,160,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1523,1713,85,Mouse Hunt (1997),Children|Comedy
1524,1715,181,Office Killer (1997),Thriller
1525,1717,160,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1526,1718,160,Stranger in the House (1997),Thriller
1527,1719,194,"Sweet Hereafter, The (1997)",Drama
1528,1720,160,Time Tracers (1995),Action|Adventure|Sci-Fi
1529,1721,83,Titanic (1997),Drama|Romance
1530,1722,184,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1531,1723,40,Twisted (1996),Comedy|Drama
1532,1725,149,"Education of Little Tree, The (1997)",Drama
1533,1726,136,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
1534,1727,50,"Horse Whisperer, The (1998)",Drama|Romance
1535,1728,38,"Winter Guest, The (1997)",Drama
1536,1729,187,Jackie Brown (1997),Crime|Drama|Thriller
1537,1730,193,Kundun (1997),Drama
1538,1731,48,Mr. Magoo (1997),Comedy
1539,1732,48,"Big Lebowski, The (1998)",Comedy|Crime
1540,1733,48,Afterglow (1997),Drama|Romance
1541,1734,48,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1542,1735,48,Great Expectations (1998),Drama|Romance
1543,1739,48,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
1544,1743,48,Arguing the World (1998),Documentary
1545,1744,72,Firestorm (1998),Action|Adventure|Thriller
1546,1746,48,Senseless (1998),Comedy
1547,1747,48,Wag the Dog (1997),Comedy
1548,1748,48,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1549,1749,48,The Leading Man (1996),Drama|Romance|Thriller
1550,1750,48,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi
1551,1752,48,Hard Rain (1998),Action|Crime|Thriller
1552,1753,48,Half Baked (1998),Comedy
1553,1754,48,Fallen (1998),Crime|Drama|Fantasy|Thriller
1554,1755,48,Shooting Fish (1997),Comedy|Romance
1555,1756,191,"Prophecy II, The (1998)",Horror
1556,1757,17,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance
1557,1759,107,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama
1558,1760,155,Spice World (1997),Comedy
1559,1762,191,Deep Rising (1998),Action|Horror|Sci-Fi
1560,1767,135,Music From Another Room (1998),Drama|Romance
1561,1768,84,Mother and Son (Mat i syn) (1997),Drama
1562,1769,128,"Replacement Killers, The (1998)",Action|Crime|Thriller
1563,1770,30,B. Monkey (1998),Crime|Romance|Thriller
1564,1771,162,Night Flier (1997),Horror
1565,1772,10,Blues Brothers 2000 (1998),Action|Comedy|Musical
1566,1773,21,Tokyo Fist (Tokyo ken) (1995),Action|Drama
1567,1777,173,"Wedding Singer, The (1998)",Comedy|Romance
1568,1779,63,Sphere (1998),Sci-Fi|Thriller
1569,1780,135,Ayn Rand: A Sense of Life (1997),Documentary
1570,1783,162,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
1571,1784,66,As Good as It Gets (1997),Comedy|Drama|Romance
1572,1785,150,King of New York (1990),Crime|Thriller
1573,1788,26,Men with Guns (1997),Action|Drama
1574,1791,126,Twilight (1998),Crime|Drama|Thriller
1575,1792,173,U.S. Marshals (1998),Action|Crime|Thriller
1576,1793,63,Welcome to Woop-Woop (1997),Comedy
1577,1794,113,Love and Death on Long Island (1997),Comedy|Drama
1578,1795,21,"Callejón de los milagros, El (1995)",Drama
1579,1797,120,Everest (1998),Documentary|IMAX
1580,1798,63,Hush (1998),Thriller
1581,1799,170,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
1582,1801,63,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1583,1804,135,"Newton Boys, The (1998)",Crime|Drama
1584,1805,120,Wild Things (1998),Crime|Drama|Mystery|Thriller
1585,1806,135,Paulie (1998),Adventure|Children|Comedy
1586,1807,21,"Cool, Dry Place, A (1998)",Drama
1587,1809,135,Fireworks (Hana-bi) (1997),Crime|Drama
1588,1810,135,Primary Colors (1998),Comedy|Drama
1589,1811,63,"Niagara, Niagara (1997)",Drama
1590,1812,63,Wide Awake (1998),Children|Comedy|Drama
1591,1814,120,"Price Above Rubies, A (1998)",Drama
1592,1816,173,Two Girls and a Guy (1997),Comedy|Drama
1593,1817,113,No Looking Back (1998),Drama|Romance
1594,1820,65,"Proposition, The (1998)",Drama|Romance
1595,1821,75,"Object of My Affection, The (1998)",Comedy|Romance
1596,1822,29,Meet the Deedles (1998),Children|Comedy
1597,1824,60,Homegrown (1998),Comedy|Thriller
1598,1825,78,The Players Club (1998),Comedy|Drama
1599,1826,38,Barney's Great Adventure (1998),Adventure|Children
1600,1827,144,"Big One, The (1997)",Comedy|Documentary
1601,1829,143,Chinese Box (1997),Drama|Romance
1602,1831,14,Lost in Space (1998),Action|Adventure|Sci-Fi
1603,1832,5,Heaven's Burning (1997),Action|Drama
1604,1833,35,Mercury Rising (1998),Action|Drama|Thriller
1605,1834,80,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1606,1835,133,City of Angels (1998),Drama|Fantasy|Romance
1607,1836,158,"Last Days of Disco, The (1998)",Comedy|Drama
1608,1837,151,"Odd Couple II, The (1998)",Comedy
1609,1839,135,My Giant (1998),Comedy
1610,1840,113,He Got Game (1998),Drama
1611,1841,135,"Gingerbread Man, The (1998)",Drama|Thriller
1612,1844,85,Live Flesh (Carne trémula) (1997),Drama|Romance
1613,1845,63,Zero Effect (1998),Comedy|Mystery|Thriller
1614,1846,135,Nil By Mouth (1997),Drama
1615,1848,135,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1616,1849,159,Prince Valiant (1997),Adventure
1617,1850,135,"I Love You, Don't Touch Me! (1998)",Drama|Romance
1618,1853,113,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy
1619,1854,109,Kissing a Fool (1998),Comedy|Romance
1620,1855,63,Krippendorf's Tribe (1998),Comedy
1621,1856,135,Kurt & Courtney (1998),Documentary
1622,1857,107,"Real Blonde, The (1997)",Comedy
1623,1858,63,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
1624,1859,135,Taste of Cherry (Ta'm e guilass) (1997),Drama
1625,1860,182,Character (Karakter) (1997),Drama
1626,1861,163,Junk Mail (Budbringeren) (1997),Comedy|Thriller
1627,1862,91,Species II (1998),Horror|Sci-Fi
1628,1863,63,Major League: Back to the Minors (1998),Comedy
1629,1864,5,Sour Grapes (1998),Comedy
1630,1865,162,Wild Man Blues (1997),Documentary
1631,1866,73,"Big Hit, The (1998)",Action|Comedy|Crime
1632,1867,26,Tarzan and the Lost City (1998),Action|Adventure
1633,1869,31,Black Dog (1998),Action|Thriller
1634,1870,35,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
1635,1871,35,"Friend of the Deceased, A (Priyatel pokonika) (1997)",Comedy|Drama
1636,1872,193,Go Now (1995),Drama
1637,1873,48,"Misérables, Les (1998)",Crime|Drama|Romance|War
1638,1874,5,Still Breathing (1997),Comedy|Romance
1639,1875,84,Clockwatchers (1997),Comedy
1640,1876,56,Deep Impact (1998),Drama|Sci-Fi|Thriller
1641,1877,107,Little Men (1998),Drama
1642,1878,107,Woo (1998),Comedy|Romance
1643,1879,161,"Hanging Garden, The (1997)",Drama|Romance
1644,1880,13,Lawn Dogs (1997),Drama
1645,1881,13,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
1646,1882,48,Godzilla (1998),Action|Sci-Fi|Thriller
1647,1883,32,Bulworth (1998),Comedy|Drama|Romance
1648,1884,35,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1649,1885,182,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1650,1886,3,I Got the Hook Up (1998),Comedy
1651,1887,35,Almost Heroes (1998),Adventure|Comedy|Western
1652,1888,23,Hope Floats (1998),Comedy|Drama|Romance
1653,1889,184,Insomnia (1997),Drama|Mystery|Thriller
1654,1890,143,Little Boy Blue (1997),Drama
1655,1891,136,"Ugly, The (1997)",Horror|Thriller
1656,1892,173,"Perfect Murder, A (1998)",Thriller
1657,1893,31,Beyond Silence (Jenseits der Stille) (1996),Drama
1658,1894,195,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1659,1895,173,Can't Hardly Wait (1998),Comedy|Drama|Romance
1660,1896,85,Cousin Bette (1998),Comedy
1661,1897,107,High Art (1998),Drama|Romance
1662,1898,85,"Land Girls, The (1998)",Drama|War
1663,1899,187,Passion in the Desert (1998),Adventure|Drama
1664,1900,135,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama
1665,1901,63,Dear Jesse (1997),Documentary
1666,1902,124,Dream for an Insomniac (1996),Drama|Romance
1667,1903,111,Hav Plenty (1997),Comedy
1668,1904,111,Henry Fool (1997),Comedy|Drama
1669,1906,13,Mr. Jealousy (1997),Comedy|Romance
1670,1907,161,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1671,1908,170,Resurrection Man (1998),Drama|Thriller
1672,1909,35,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1673,1910,87,I Went Down (1997),Comedy|Crime|Drama
1674,1911,120,Dr. Dolittle (1998),Comedy
1675,1912,155,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1676,1913,44,Picnic at Hanging Rock (1975),Drama|Mystery
1677,1914,96,Smoke Signals (1998),Comedy|Drama
1678,1916,0,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1679,1917,48,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1680,1918,64,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1681,1919,107,Madeline (1998),Children|Comedy
1682,1920,56,Small Soldiers (1998),Animation|Children|Fantasy|War
1683,1921,113,Pi (1998),Drama|Sci-Fi|Thriller
1684,1922,121,Whatever (1998),Drama
1685,1923,48,There's Something About Mary (1998),Comedy|Romance
1686,1924,4,Plan 9 from Outer Space (1959),Horror|Sci-Fi
1687,1925,150,Wings (1927),Action|Drama|Romance|War
1688,1926,84,"Broadway Melody, The (1929)",Musical
1689,1927,65,All Quiet on the Western Front (1930),Action|Drama|War
1690,1928,75,Cimarron (1931),Drama|Western
1691,1929,186,Grand Hotel (1932),Drama|Romance
1692,1930,196,Cavalcade (1933),Drama|Romance|War
1693,1931,111,Mutiny on the Bounty (1935),Adventure|Drama
1694,1932,187,"Great Ziegfeld, The (1936)",Drama|Musical
1695,1933,187,"Life of Emile Zola, The (1937)",Drama
1696,1934,44,You Can't Take It with You (1938),Comedy|Romance
1697,1935,181,How Green Was My Valley (1941),Drama|Musical|Romance
1698,1936,43,Mrs. Miniver (1942),Drama|War
1699,1937,114,Going My Way (1944),Comedy|Drama|Musical
1700,1938,61,"Lost Weekend, The (1945)",Drama
1701,1939,61,"Best Years of Our Lives, The (1946)",Drama|War
1702,1940,43,Gentleman's Agreement (1947),Drama
1703,1941,43,Hamlet (1948),Drama
1704,1942,90,All the King's Men (1949),Drama
1705,1943,43,"Greatest Show on Earth, The (1952)",Drama
1706,1944,43,From Here to Eternity (1953),Drama|Romance|War
1707,1945,181,On the Waterfront (1954),Crime|Drama
1708,1946,43,Marty (1955),Drama|Romance
1709,1947,146,West Side Story (1961),Drama|Musical|Romance
1710,1948,50,Tom Jones (1963),Adventure|Comedy|Romance
1711,1949,163,"Man for All Seasons, A (1966)",Drama
1712,1950,13,In the Heat of the Night (1967),Drama|Mystery
1713,1951,179,Oliver! (1968),Drama|Musical
1714,1952,21,Midnight Cowboy (1969),Drama
1715,1953,76,"French Connection, The (1971)",Action|Crime|Thriller
1716,1954,75,Rocky (1976),Drama
1717,1955,51,Kramer vs. Kramer (1979),Drama
1718,1956,44,Ordinary People (1980),Drama
1719,1957,101,Chariots of Fire (1981),Drama
1720,1958,7,Terms of Endearment (1983),Comedy|Drama
1721,1959,43,Out of Africa (1985),Drama|Romance
1722,1960,43,"Last Emperor, The (1987)",Drama
1723,1961,42,Rain Man (1988),Drama
1724,1962,90,Driving Miss Daisy (1989),Drama
1725,1963,43,Take the Money and Run (1969),Comedy|Crime
1726,1964,35,Klute (1971),Drama|Mystery
1727,1965,90,Repo Man (1984),Comedy|Sci-Fi
1728,1966,43,Metropolitan (1990),Comedy
1729,1967,90,Labyrinth (1986),Adventure|Fantasy|Musical
1730,1968,141,"Breakfast Club, The (1985)",Comedy|Drama
1731,1969,43,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1732,1970,43,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1733,1971,43,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
