,movieid,Cluster,title,genres
1605,1834,171,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1606,1835,97,City of Angels (1998),Drama|Fantasy|Romance
1607,1836,17,"Last Days of Disco, The (1998)",Comedy|Drama
1608,1837,1,"Odd Couple II, The (1998)",Comedy
1609,1839,1,My Giant (1998),Comedy
1610,1840,113,He Got Game (1998),Drama
1611,1841,45,"Gingerbread Man, The (1998)",Drama|Thriller
1612,1844,99,Live Flesh (Carne trémula) (1997),Drama|Romance
1613,1845,151,Zero Effect (1998),Comedy|Mystery|Thriller
1614,1846,145,Nil By Mouth (1997),Drama
1615,1848,192,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1616,1849,52,Prince Valiant (1997),Adventure
1617,1850,99,"I Love You, Don't Touch Me! (1998)",Drama|Romance
1618,1853,116,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy
1619,1854,172,Kissing a Fool (1998),Comedy|Romance
1620,1855,26,Krippendorf's Tribe (1998),Comedy
1621,1856,62,Kurt & Courtney (1998),Documentary
1622,1857,1,"Real Blonde, The (1997)",Comedy
1623,1858,177,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
1624,1859,17,Taste of Cherry (Ta'm e guilass) (1997),Drama
1625,1860,25,Character (Karakter) (1997),Drama
1626,1861,68,Junk Mail (Budbringeren) (1997),Comedy|Thriller
1627,1862,34,Species II (1998),Horror|Sci-Fi
1628,1863,1,Major League: Back to the Minors (1998),Comedy
1629,1864,122,Sour Grapes (1998),Comedy
1630,1865,184,Wild Man Blues (1997),Documentary
1631,1866,22,"Big Hit, The (1998)",Action|Comedy|Crime
1632,1867,2,Tarzan and the Lost City (1998),Action|Adventure
1633,1869,22,Black Dog (1998),Action|Thriller
1634,1870,42,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
1635,1871,148,"Friend of the Deceased, A (Priyatel pokonika) (1997)",Comedy|Drama
1636,1872,39,Go Now (1995),Drama
1637,1873,50,"Misérables, Les (1998)",Crime|Drama|Romance|War
1638,1874,172,Still Breathing (1997),Comedy|Romance
1639,1875,131,Clockwatchers (1997),Comedy
1640,1876,34,Deep Impact (1998),Drama|Sci-Fi|Thriller
1641,1877,39,Little Men (1998),Drama
1642,1878,1,Woo (1998),Comedy|Romance
1643,1879,38,"Hanging Garden, The (1997)",Drama|Romance
1644,1880,25,Lawn Dogs (1997),Drama
1645,1881,163,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
1646,1882,91,Godzilla (1998),Action|Sci-Fi|Thriller
1647,1883,118,Bulworth (1998),Comedy|Drama|Romance
1648,1884,145,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1649,1885,38,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1650,1886,1,I Got the Hook Up (1998),Comedy
1651,1887,134,Almost Heroes (1998),Adventure|Comedy|Western
1652,1888,75,Hope Floats (1998),Comedy|Drama|Romance
1653,1889,171,Insomnia (1997),Drama|Mystery|Thriller
1654,1890,17,Little Boy Blue (1997),Drama
1655,1891,69,"Ugly, The (1997)",Horror|Thriller
1656,1892,7,"Perfect Murder, A (1998)",Thriller
1657,1893,17,Beyond Silence (Jenseits der Stille) (1996),Drama
1658,1894,75,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1659,1895,191,Can't Hardly Wait (1998),Comedy|Drama|Romance
1660,1896,8,Cousin Bette (1998),Comedy
1661,1897,12,High Art (1998),Drama|Romance
1662,1898,179,"Land Girls, The (1998)",Drama|War
1663,1899,160,Passion in the Desert (1998),Adventure|Drama
1664,1900,131,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama
1665,1901,184,Dear Jesse (1997),Documentary
1666,1902,12,Dream for an Insomniac (1996),Drama|Romance
1667,1903,1,Hav Plenty (1997),Comedy
1668,1904,145,Henry Fool (1997),Comedy|Drama
1669,1906,143,Mr. Jealousy (1997),Comedy|Romance
1670,1907,163,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1671,1908,68,Resurrection Man (1998),Drama|Thriller
1672,1909,86,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1673,1910,167,I Went Down (1997),Comedy|Crime|Drama
1674,1911,9,Dr. Dolittle (1998),Comedy
1675,1912,10,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1676,1913,186,Picnic at Hanging Rock (1975),Drama|Mystery
1677,1914,25,Smoke Signals (1998),Comedy|Drama
1678,1916,10,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1679,1917,73,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1680,1918,22,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1681,1919,46,Madeline (1998),Children|Comedy
1682,1920,192,Small Soldiers (1998),Animation|Children|Fantasy|War
1683,1921,115,Pi (1998),Drama|Sci-Fi|Thriller
1684,1922,121,Whatever (1998),Drama
1685,1923,95,There's Something About Mary (1998),Comedy|Romance
1686,1924,86,Plan 9 from Outer Space (1959),Horror|Sci-Fi
1687,1925,179,Wings (1927),Action|Drama|Romance|War
1688,1926,105,"Broadway Melody, The (1929)",Musical
1689,1927,32,All Quiet on the Western Front (1930),Action|Drama|War
1690,1928,103,Cimarron (1931),Drama|Western
1691,1929,8,Grand Hotel (1932),Drama|Romance
1692,1930,179,Cavalcade (1933),Drama|Romance|War
1693,1931,155,Mutiny on the Bounty (1935),Adventure|Drama
1694,1932,58,"Great Ziegfeld, The (1936)",Drama|Musical
1695,1933,50,"Life of Emile Zola, The (1937)",Drama
1696,1934,143,You Can't Take It with You (1938),Comedy|Romance
1697,1935,8,How Green Was My Valley (1941),Drama|Musical|Romance
1698,1936,37,Mrs. Miniver (1942),Drama|War
1699,1937,58,Going My Way (1944),Comedy|Drama|Musical
1700,1938,27,"Lost Weekend, The (1945)",Drama
1701,1939,32,"Best Years of Our Lives, The (1946)",Drama|War
1702,1940,155,Gentleman's Agreement (1947),Drama
1703,1941,148,Hamlet (1948),Drama
1704,1942,89,All the King's Men (1949),Drama
1705,1943,39,"Greatest Show on Earth, The (1952)",Drama
1706,1944,32,From Here to Eternity (1953),Drama|Romance|War
1707,1945,27,On the Waterfront (1954),Crime|Drama
1708,1946,178,Marty (1955),Drama|Romance
1709,1947,175,West Side Story (1961),Drama|Musical|Romance
1710,1948,168,Tom Jones (1963),Adventure|Comedy|Romance
1711,1949,155,"Man for All Seasons, A (1966)",Drama
1712,1950,171,In the Heat of the Night (1967),Drama|Mystery
1713,1951,58,Oliver! (1968),Drama|Musical
1714,1952,79,Midnight Cowboy (1969),Drama
1715,1953,161,"French Connection, The (1971)",Action|Crime|Thriller
1716,1954,178,Rocky (1976),Drama
1717,1955,30,Kramer vs. Kramer (1979),Drama
1718,1956,196,Ordinary People (1980),Drama
1719,1957,64,Chariots of Fire (1981),Drama
1720,1958,3,Terms of Endearment (1983),Comedy|Drama
1721,1959,8,Out of Africa (1985),Drama|Romance
1722,1960,0,"Last Emperor, The (1987)",Drama
1723,1961,65,Rain Man (1988),Drama
1724,1962,178,Driving Miss Daisy (1989),Drama
1725,1963,60,Take the Money and Run (1969),Comedy|Crime
1726,1964,171,Klute (1971),Drama|Mystery
1727,1965,90,Repo Man (1984),Comedy|Sci-Fi
1728,1966,25,Metropolitan (1990),Comedy
1729,1967,130,Labyrinth (1986),Adventure|Fantasy|Musical
1730,1968,70,"Breakfast Club, The (1985)",Comedy|Drama
1731,1969,135,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1732,1970,135,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1733,1971,135,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1734,1972,135,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1735,1973,135,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1736,1974,135,Friday the 13th (1980),Horror|Mystery|Thriller
1737,1975,135,Friday the 13th Part 2 (1981),Horror
1738,1976,135,Friday the 13th Part 3: 3D (1982),Horror
1739,1977,135,Friday the 13th Part IV: The Final Chapter (1984),Horror
1740,1978,135,Friday the 13th Part V: A New Beginning (1985),Horror
1741,1979,135,Friday the 13th Part VI: Jason Lives (1986),Horror
1742,1980,135,Friday the 13th Part VII: The New Blood (1988),Horror
1743,1981,135,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1744,1982,135,Halloween (1978),Horror
1745,1983,135,Halloween II (1981),Horror
1746,1984,23,Halloween III: Season of the Witch (1982),Horror
1747,1985,135,Halloween 4: The Return of Michael Myers (1988),Horror
1748,1986,135,Halloween 5: The Revenge of Michael Myers (1989),Horror
1749,1987,135,Prom Night (1980),Horror
1750,1988,135,Prom Night II (1987),Horror|Thriller
1751,1989,135,Prom Night III: The Last Kiss (1989),Horror
1752,1990,135,Prom Night IV: Deliver Us From Evil (1992),Horror
1753,1991,135,Child's Play (1988),Horror|Thriller
1754,1992,147,Child's Play 2 (1990),Horror|Thriller
1755,1993,147,Child's Play 3 (1991),Comedy|Horror|Thriller
1756,1994,146,Poltergeist (1982),Horror|Thriller
1757,1995,195,Poltergeist II: The Other Side (1986),Horror|Thriller
1758,1996,195,Poltergeist III (1988),Horror|Thriller
1759,1997,138,"Exorcist, The (1973)",Horror|Mystery
1760,1998,23,Exorcist II: The Heretic (1977),Horror
1761,1999,23,"Exorcist III, The (1990)",Horror
1762,2000,161,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1763,2001,161,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1764,2002,161,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1765,2003,135,Gremlins (1984),Comedy|Horror
1766,2004,120,Gremlins 2: The New Batch (1990),Comedy|Horror
1767,2005,130,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1768,2006,153,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1769,2007,26,Polish Wedding (1998),Comedy
1770,2008,133,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir
1771,2009,141,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1772,2010,141,Metropolis (1927),Drama|Sci-Fi
1773,2011,110,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1774,2012,110,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1775,2013,41,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1776,2014,192,Freaky Friday (1977),Children|Comedy|Fantasy
1777,2015,82,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1778,2016,81,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
1779,2017,192,Babes in Toyland (1961),Children|Fantasy|Musical
1780,2018,35,Bambi (1942),Animation|Children|Drama
1781,2019,128,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1782,2020,168,Dangerous Liaisons (1988),Drama|Romance
1783,2021,110,Dune (1984),Adventure|Sci-Fi
1784,2022,19,"Last Temptation of Christ, The (1988)",Drama
1785,2023,167,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1786,2024,19,"Rapture, The (1991)",Drama|Mystery
1787,2025,36,Lolita (1997),Drama|Romance
1788,2026,111,Disturbing Behavior (1998),Horror|Thriller
1789,2027,139,Jane Austen's Mafia! (1998),Comedy|Crime
1790,2028,78,Saving Private Ryan (1998),Action|Drama|War
1791,2029,38,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
1792,2031,9,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy
1793,2032,46,"Barefoot Executive, The (1971)",Children|Comedy
1794,2033,176,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1795,2034,34,"Black Hole, The (1979)",Children|Sci-Fi
1796,2035,192,Blackbeard's Ghost (1968),Children|Comedy
1797,2036,46,Blank Check (1994),Children|Comedy
1798,2037,46,Candleshoe (1977),Adventure|Children|Comedy
1799,2038,35,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
1800,2039,9,Cheetah (1989),Adventure|Children
1801,2040,46,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
1802,2041,74,Condorman (1981),Action|Adventure|Children|Comedy
1803,2042,46,D2: The Mighty Ducks (1994),Children|Comedy
1804,2043,192,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
1805,2044,116,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
1806,2045,46,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance
1807,2046,86,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1808,2047,163,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical
1809,2048,35,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
1810,2049,58,"Happiest Millionaire, The (1967)",Comedy|Musical
1811,2050,46,Herbie Goes Bananas (1980),Adventure|Children|Comedy
1812,2051,46,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
1813,2052,192,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1814,2053,46,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1815,2054,192,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1816,2055,81,Hot Lead and Cold Feet (1978),Action|Comedy|Western
1817,2056,46,In Search of the Castaways (1962),Adventure|Children
1818,2057,9,"Incredible Journey, The (1963)",Adventure|Children
1819,2058,183,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1820,2059,75,"Parent Trap, The (1998)",Children|Comedy|Romance
1821,2060,134,BASEketball (1998),Comedy
1822,2061,174,Full Tilt Boogie (1997),Documentary
1823,2062,8,"Governess, The (1998)",Drama|Romance
1824,2063,148,"Seventh Heaven (Septième ciel, Le) (1997)",Drama|Romance
1825,2064,190,Roger & Me (1989),Documentary
1826,2065,56,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1827,2066,21,Out of the Past (1947),Film-Noir
1828,2067,189,Doctor Zhivago (1965),Drama|Romance|War
1829,2068,186,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
1830,2069,39,"Trip to Bountiful, The (1985)",Drama
1831,2070,81,Tender Mercies (1983),Drama|Romance|Western
1832,2071,79,And the Band Played On (1993),Drama
1833,2072,120,"'burbs, The (1989)",Comedy
1834,2073,188,Fandango (1985),Comedy
1835,2074,182,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
1836,2075,179,Mephisto (1981),Drama|War
1837,2076,98,Blue Velvet (1986),Drama|Mystery|Thriller
1838,2077,9,"Journey of Natty Gann, The (1985)",Adventure|Children
1839,2078,163,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1840,2079,2,Kidnapped (1960),Adventure|Children|Drama
1841,2080,9,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1842,2081,194,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1843,2082,46,"Mighty Ducks, The (1992)",Children|Comedy
1844,2083,58,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
1845,2084,58,Newsies (1992),Children|Musical
1846,2085,9,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
1847,2086,192,One Magic Christmas (1985),Drama|Fantasy
1848,2087,137,Peter Pan (1953),Animation|Children|Fantasy|Musical
1849,2088,52,Popeye (1980),Adventure|Comedy|Musical
1850,2089,35,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
1851,2090,35,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
1852,2091,46,Return from Witch Mountain (1978),Children|Sci-Fi
1853,2093,130,Return to Oz (1985),Adventure|Children|Fantasy
1854,2094,71,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1855,2095,9,"Shaggy D.A., The (1976)",Children|Comedy
1856,2096,137,Sleeping Beauty (1959),Animation|Children|Musical
1857,2097,63,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
1858,2098,82,Son of Flubber (1963),Children|Comedy
1859,2099,163,Song of the South (1946),Adventure|Animation|Children|Musical
1860,2100,3,Splash (1984),Comedy|Fantasy|Romance
1861,2101,108,Squanto: A Warrior's Tale (1994),Adventure|Drama
1862,2102,163,Steamboat Willie (1928),Animation|Children|Comedy|Musical
1863,2103,81,Tall Tale (1995),Adventure|Children|Fantasy|Western
1864,2104,121,Tex (1982),Drama
1865,2105,54,Tron (1982),Action|Adventure|Sci-Fi
1866,2106,179,Swing Kids (1993),Drama|War
1867,2107,147,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
1868,2108,3,L.A. Story (1991),Comedy|Romance
1869,2109,95,"Jerk, The (1979)",Comedy
1870,2110,159,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1871,2111,134,"Man with Two Brains, The (1983)",Comedy
1872,2112,42,Grand Canyon (1991),Crime|Drama
1873,2113,23,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller
1874,2114,121,"Outsiders, The (1983)",Drama
1875,2115,156,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1876,2116,176,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
1877,2117,27,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
1878,2118,4,"Dead Zone, The (1983)",Thriller
1879,2119,135,Maximum Overdrive (1986),Horror
1880,2120,23,Needful Things (1993),Drama|Horror
1881,2121,112,Cujo (1983),Horror|Thriller
1882,2122,135,Children of the Corn (1984),Horror|Thriller
1883,2123,9,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
1884,2124,192,"Addams Family, The (1991)",Children|Comedy|Fantasy
1885,2125,3,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
1886,2126,183,Snake Eyes (1998),Action|Crime|Mystery|Thriller
1887,2128,120,Safe Men (1998),Comedy
1888,2129,184,"Saltmen of Tibet, The (Salzmänner von Tibet, Die) (1997)",Documentary
1889,2130,167,Atlantic City (1980),Crime|Drama|Romance
1890,2131,196,Autumn Sonata (Höstsonaten) (1978),Drama
1891,2132,30,Who's Afraid of Virginia Woolf? (1966),Drama
1892,2133,158,Adventures in Babysitting (1987),Adventure|Comedy
1893,2134,70,Weird Science (1985),Comedy|Fantasy|Sci-Fi
1894,2135,163,Doctor Dolittle (1967),Adventure|Children|Musical
1895,2136,120,"Nutty Professor, The (1963)",Comedy|Sci-Fi
1896,2137,35,Charlotte's Web (1973),Animation|Children
1897,2138,176,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
1898,2139,35,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
1899,2140,130,"Dark Crystal, The (1982)",Adventure|Fantasy
1900,2141,35,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1901,2142,163,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
1902,2143,88,Legend (1985),Adventure|Fantasy|Romance
1903,2144,70,Sixteen Candles (1984),Comedy|Romance
1904,2145,70,Pretty in Pink (1986),Comedy|Drama|Romance
1905,2146,188,St. Elmo's Fire (1985),Drama|Romance
1906,2147,56,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
1907,2148,195,House (1986),Comedy|Fantasy|Horror
1908,2149,23,House II: The Second Story (1987),Comedy|Fantasy|Horror
1909,2150,60,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
1910,2151,1,"Gods Must Be Crazy II, The (1989)",Comedy
1911,2152,82,Air Bud: Golden Receiver (1998),Children|Comedy
1912,2153,52,"Avengers, The (1998)",Action|Adventure
1913,2154,172,How Stella Got Her Groove Back (1998),Drama|Romance
1914,2155,121,"Slums of Beverly Hills, The (1998)",Comedy|Drama
1915,2156,8,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance
1916,2157,169,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La) (1998)",Romance
1917,2158,147,"Henry: Portrait of a Serial Killer, Part 2 (1998)",Crime|Horror
1918,2159,98,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
1919,2160,4,Rosemary's Baby (1968),Drama|Horror|Thriller
1920,2161,130,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
1921,2162,130,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
1922,2163,122,Attack of the Killer Tomatoes! (1978),Comedy|Horror
1923,2164,57,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
1924,2165,182,Your Friends and Neighbors (1998),Comedy|Drama
1925,2166,164,Return to Paradise (1998),Crime|Drama|Romance|Thriller
1926,2167,28,Blade (1998),Action|Horror|Thriller
1927,2168,105,Dance with Me (1998),Drama|Romance
1928,2169,149,Dead Man on Campus (1998),Comedy
1929,2170,120,Wrongfully Accused (1998),Action|Comedy
1930,2171,172,Next Stop Wonderland (1998),Comedy|Drama|Romance
1931,2172,111,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama
1932,2173,56,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
1933,2174,146,Beetlejuice (1988),Comedy|Fantasy
1934,2175,172,Déjà Vu (1997),Drama|Romance
1935,2176,136,Rope (1948),Crime|Drama|Thriller
1936,2177,7,Family Plot (1976),Comedy|Thriller
1937,2178,136,Frenzy (1972),Thriller
1938,2179,166,Topaz (1969),Thriller
1939,2180,166,Torn Curtain (1966),Thriller
1940,2181,171,Marnie (1964),Drama|Mystery|Romance|Thriller
1941,2182,21,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
1942,2183,183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
1943,2184,159,"Trouble with Harry, The (1955)",Comedy|Mystery
1944,2185,7,I Confess (1953),Thriller
1945,2186,21,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
1946,2187,171,Stage Fright (1950),Mystery|Romance|Thriller
1947,2188,145,54 (1998),Drama
1948,2189,117,I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi
1949,2190,0,Why Do Fools Fall In Love? (1998),Drama
1950,2191,1,"Merry War, A (1997)",Comedy
1951,2192,68,See the Sea (1997),Thriller
1952,2193,88,Willow (1988),Action|Adventure|Fantasy
1953,2194,150,"Untouchables, The (1987)",Action|Crime|Drama
1954,2195,134,Dirty Work (1998),Comedy
1955,2196,177,Knock Off (1998),Action
1956,2197,8,Firelight (1997),Drama
1957,2198,129,Modulations (1998),Documentary
1958,2199,167,Phoenix (1998),Crime|Drama
1959,2200,8,Under Capricorn (1949),Drama
1960,2201,45,"Paradine Case, The (1947)",Drama
1961,2202,32,Lifeboat (1944),Drama|War
1962,2203,171,Shadow of a Doubt (1943),Crime|Drama|Thriller
1963,2204,183,Saboteur (1942),Mystery|Thriller
1964,2205,84,Mr. & Mrs. Smith (1941),Comedy|Romance
1965,2206,21,Suspicion (1941),Film-Noir|Mystery|Thriller
1966,2207,8,Jamaica Inn (1939),Drama
1967,2208,183,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
1968,2209,7,Young and Innocent (1937),Crime|Thriller
1969,2210,6,Sabotage (1936),Thriller
1970,2211,166,Secret Agent (1936),Thriller
1971,2212,183,"Man Who Knew Too Much, The (1934)",Drama|Thriller
1972,2214,7,Number Seventeen (a.k.a. Number 17) (1932),Thriller
1973,2215,84,Rich and Strange (1931),Comedy|Romance
1974,2216,30,"Skin Game, The (1931)",Drama
1975,2218,39,Juno and the Paycock (1930),Drama
1976,2219,151,Murder! (1930),Mystery|Thriller
1977,2221,7,Blackmail (1929),Drama|Thriller
1978,2226,148,"Ring, The (1927)",Drama
1979,2227,7,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
1980,2231,10,Rounders (1998),Drama
1981,2232,115,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
1982,2233,39,Digging to China (1998),Drama
1983,2234,36,Let's Talk About Sex (1998),Drama
1984,2236,178,Simon Birch (1998),Drama
1985,2237,64,Without Limits (1998),Drama
1986,2238,196,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
1987,2239,89,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
1988,2240,70,My Bodyguard (1980),Drama
1989,2241,158,Class (1983),Comedy
1990,2242,158,"Grandview, U.S.A. (1984)",Drama
1991,2243,100,Broadcast News (1987),Comedy|Drama|Romance
1992,2244,188,"Allnighter, The (1987)",Comedy|Romance
1993,2245,3,Working Girl (1988),Comedy|Drama|Romance
1994,2246,1,Stars and Bars (1988),Action|Comedy|Romance
1995,2247,139,Married to the Mob (1988),Comedy
1996,2248,70,Say Anything... (1989),Comedy|Drama|Romance
1997,2249,139,My Blue Heaven (1990),Comedy
1998,2250,39,Men Don't Leave (1990),Drama
1999,2252,39,Hero (1992),Comedy|Drama
2000,2253,56,Toys (1992),Comedy|Fantasy
2001,2255,134,Young Doctors in Love (1982),Comedy
2002,2256,110,Parasite (1982),Horror|Sci-Fi
2003,2257,158,No Small Affair (1984),Comedy|Romance
2004,2258,177,"Master, The (1984)",Action
2005,2259,85,Blame It on Rio (1984),Comedy|Romance
2006,2260,158,Wisdom (1986),Crime|Drama
2007,2261,134,One Crazy Summer (1986),Comedy
2008,2262,107,About Last Night... (1986),Comedy|Drama|Romance
2009,2263,19,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
2010,2264,10,We're No Angels (1989),Comedy|Crime
2011,2265,116,Nothing But Trouble (1991),Adventure|Comedy
2012,2266,172,"Butcher's Wife, The (1991)",Comedy|Romance
2013,2267,151,Mortal Thoughts (1991),Mystery|Thriller
2014,2268,45,"Few Good Men, A (1992)",Crime|Drama|Thriller
2015,2269,99,Indecent Proposal (1993),Drama|Romance
2016,2271,0,Permanent Midnight (1998),Drama
2017,2272,39,One True Thing (1998),Drama
2018,2273,161,Rush Hour (1998),Action|Comedy|Crime|Thriller
2019,2275,142,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2020,2276,25,"Soldier's Daughter Never Cries, A (1998)",Drama
2021,2278,94,Ronin (1998),Action|Crime|Thriller
2022,2279,188,Urban Legend (1998),Horror|Thriller
2023,2280,96,Clay Pigeons (1998),Crime
2024,2281,167,Monument Ave. (1998),Action|Crime|Drama
2025,2282,1,Pecker (1998),Comedy|Drama
2026,2283,160,"Sheltering Sky, The (1990)",Drama
2027,2284,29,Bandit Queen (1994),Drama
2028,2285,121,If.... (1968),Drama
2029,2286,120,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
2030,2287,77,Them! (1954),Horror|Sci-Fi|Thriller
2031,2288,77,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2032,2289,96,"Player, The (1992)",Comedy|Crime|Drama
2033,2290,1,Stardust Memories (1980),Comedy|Drama
2034,2291,132,Edward Scissorhands (1990),Drama|Fantasy|Romance
2035,2292,107,Overnight Delivery (1998),Comedy|Romance
2036,2293,17,Shadrach (1998),Drama
2037,2294,35,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2038,2295,143,"Impostors, The (1998)",Comedy
2039,2296,95,"Night at the Roxbury, A (1998)",Comedy
2040,2297,97,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
2041,2298,147,Strangeland (1998),Thriller
2042,2299,1,"Battle of the Sexes, The (1959)",Comedy
2043,2300,60,"Producers, The (1968)",Comedy
2044,2301,134,History of the World: Part I (1981),Comedy|Musical
2045,2302,60,My Cousin Vinny (1992),Comedy
2046,2303,193,Nashville (1975),Drama|Musical
