,movieid,Cluster,title,genres,avg_rating,rating_counts
1586,1807,47,"Cool, Dry Place, A (1998)",Drama,3.1766666666666667,150
1587,1809,119,Fireworks (Hana-bi) (1997),Crime|Drama,3.952534562211981,1085
1588,1810,39,Primary Colors (1998),Comedy|Drama,3.4711328976034856,3672
1589,1811,17,"Niagara, Niagara (1997)",Drama,3.188311688311688,77
1590,1812,116,Wide Awake (1998),Children|Comedy|Drama,3.1183574879227054,207
1591,1814,131,"Price Above Rubies, A (1998)",Drama,3.3881278538812785,219
1592,1816,36,Two Girls and a Guy (1997),Comedy|Drama,2.8069908814589666,658
1593,1817,169,No Looking Back (1998),Drama|Romance,2.764705882352941,85
1594,1820,169,"Proposition, The (1998)",Drama|Romance,2.9649122807017543,57
1595,1821,38,"Object of My Affection, The (1998)",Comedy|Romance,3.150918635170604,1524
1596,1822,112,Meet the Deedles (1998),Children|Comedy,1.906832298136646,161
1597,1824,14,Homegrown (1998),Comedy|Thriller,3.077011494252873,435
1598,1825,1,The Players Club (1998),Comedy|Drama,2.6373056994818653,193
1599,1826,46,Barney's Great Adventure (1998),Adventure|Children,1.1952141057934509,397
1600,1827,190,"Big One, The (1997)",Comedy|Documentary,3.734933605720123,979
1601,1829,169,Chinese Box (1997),Drama|Romance,3.0813492063492065,252
1602,1831,91,Lost in Space (1998),Action|Adventure|Sci-Fi,2.5775415644589805,7338
1603,1832,67,Heaven's Burning (1997),Action|Drama,2.6222222222222222,45
1604,1833,183,Mercury Rising (1998),Action|Drama|Thriller,3.028363047001621,2468
1605,1834,171,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,3.873482504165674,4201
1606,1835,97,City of Angels (1998),Drama|Fantasy|Romance,3.245164960182025,5274
1607,1836,17,"Last Days of Disco, The (1998)",Comedy|Drama,3.305194805194805,1463
1608,1837,1,"Odd Couple II, The (1998)",Comedy,2.622826086956522,460
1609,1839,1,My Giant (1998),Comedy,2.263581488933601,497
1610,1840,113,He Got Game (1998),Drama,3.363549007046765,1561
1611,1841,45,"Gingerbread Man, The (1998)",Drama|Thriller,2.937950937950938,693
1612,1844,99,Live Flesh (Carne trémula) (1997),Drama|Romance,3.792511700468019,641
1613,1845,151,Zero Effect (1998),Comedy|Mystery|Thriller,3.69510582010582,2268
1614,1846,145,Nil By Mouth (1997),Drama,3.518707482993197,294
1615,1848,192,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,3.0095676824946844,1411
1616,1849,52,Prince Valiant (1997),Adventure,2.391304347826087,46
1617,1850,99,"I Love You, Don't Touch Me! (1998)",Drama|Romance,2.984536082474227,97
1618,1853,116,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy,1.9105960264900663,151
1619,1854,172,Kissing a Fool (1998),Comedy|Romance,2.927461139896373,386
1620,1855,26,Krippendorf's Tribe (1998),Comedy,2.2890835579514826,742
1621,1856,62,Kurt & Courtney (1998),Documentary,3.065180102915952,583
1622,1857,1,"Real Blonde, The (1997)",Comedy,2.9331797235023043,217
1623,1858,177,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,3.1537242472266245,1262
1624,1859,17,Taste of Cherry (Ta'm e guilass) (1997),Drama,3.645124716553288,441
1625,1860,25,Character (Karakter) (1997),Drama,3.8375262054507338,477
1626,1861,68,Junk Mail (Budbringeren) (1997),Comedy|Thriller,3.1989247311827955,93
1627,1862,34,Species II (1998),Horror|Sci-Fi,2.1102284011916583,2014
1628,1863,1,Major League: Back to the Minors (1998),Comedy,2.253645833333333,960
1629,1864,122,Sour Grapes (1998),Comedy,2.4504950495049505,101
1630,1865,184,Wild Man Blues (1997),Documentary,3.458974358974359,390
1631,1866,22,"Big Hit, The (1998)",Action|Comedy|Crime,3.012828535669587,1598
1632,1867,2,Tarzan and the Lost City (1998),Action|Adventure,2.098326359832636,239
1633,1869,22,Black Dog (1998),Action|Thriller,2.2969483568075115,426
1634,1870,42,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,3.2875354107648724,353
1635,1871,148,"Friend of the Deceased, A (Priyatel pokonika) (1997)",Comedy|Drama,3.3225806451612905,62
1636,1872,39,Go Now (1995),Drama,3.201492537313433,67
1637,1873,50,"Misérables, Les (1998)",Crime|Drama|Romance|War,3.702054794520548,2774
1638,1874,172,Still Breathing (1997),Comedy|Romance,3.16,175
1639,1875,131,Clockwatchers (1997),Comedy,3.34452479338843,968
1640,1876,34,Deep Impact (1998),Drama|Sci-Fi|Thriller,2.964855134579119,11666
1641,1877,39,Little Men (1998),Drama,2.604651162790698,43
1642,1878,1,Woo (1998),Comedy|Romance,2.010869565217391,138
1643,1879,38,"Hanging Garden, The (1997)",Drama|Romance,3.5093457943925235,214
1644,1880,25,Lawn Dogs (1997),Drama,3.5964630225080385,311
1645,1881,163,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,2.8842794759825328,687
1646,1882,91,Godzilla (1998),Action|Sci-Fi|Thriller,2.373144567793439,8017
1647,1883,118,Bulworth (1998),Comedy|Drama|Romance,3.3314127187366624,4686
1648,1884,145,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,3.750595862331967,10489
1649,1885,38,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,3.6138088012139606,3954
1650,1886,1,I Got the Hook Up (1998),Comedy,2.066666666666667,75
1651,1887,134,Almost Heroes (1998),Adventure|Comedy|Western,2.5955882352941178,544
1652,1888,75,Hope Floats (1998),Comedy|Drama|Romance,2.934567901234568,2835
1653,1889,171,Insomnia (1997),Drama|Mystery|Thriller,3.5665195460277426,1586
1654,1890,17,Little Boy Blue (1997),Drama,2.860655737704918,61
1655,1891,69,"Ugly, The (1997)",Horror|Thriller,2.453703703703704,108
1656,1892,7,"Perfect Murder, A (1998)",Thriller,3.364980916030534,4192
1657,1893,17,Beyond Silence (Jenseits der Stille) (1996),Drama,3.651685393258427,178
1658,1894,75,Six Days Seven Nights (1998),Adventure|Comedy|Romance,2.8360056829713822,4927
1659,1895,191,Can't Hardly Wait (1998),Comedy|Drama|Romance,3.185578809679529,3058
1660,1896,8,Cousin Bette (1998),Comedy,3.0807086614173227,254
1661,1897,12,High Art (1998),Drama|Romance,3.5457818930041154,972
1662,1898,179,"Land Girls, The (1998)",Drama|War,3.1377551020408165,98
1663,1899,160,Passion in the Desert (1998),Adventure|Drama,2.9761904761904763,84
1664,1900,131,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,3.987037037037037,810
1665,1901,184,Dear Jesse (1997),Documentary,3.2857142857142856,63
1666,1902,12,Dream for an Insomniac (1996),Drama|Romance,3.223684210526316,266
1667,1903,1,Hav Plenty (1997),Comedy,2.770833333333333,48
1668,1904,145,Henry Fool (1997),Comedy|Drama,3.5295454545454548,880
1669,1906,143,Mr. Jealousy (1997),Comedy|Romance,3.1127659574468085,235
1670,1907,163,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.731475645989016,11107
1671,1908,68,Resurrection Man (1998),Drama|Thriller,2.6785714285714284,42
1672,1909,86,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,3.338609532138172,11435
1673,1910,167,I Went Down (1997),Comedy|Crime|Drama,3.449275362318841,276
1674,1911,9,Dr. Dolittle (1998),Comedy,2.6674366512669745,7143
1675,1912,10,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,3.676189835977413,7438
1676,1913,186,Picnic at Hanging Rock (1975),Drama|Mystery,3.741576242147344,1751
1677,1914,25,Smoke Signals (1998),Comedy|Drama,3.8159680638722553,2505
1678,1916,10,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,3.634565075212557,3058
1679,1917,73,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,2.9930307441224477,22671
1680,1918,22,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,3.1185075980948063,8818
1681,1919,46,Madeline (1998),Children|Comedy,3.137037037037037,810
1682,1920,192,Small Soldiers (1998),Animation|Children|Fantasy|War,2.822786425108446,3919
1683,1921,115,Pi (1998),Drama|Sci-Fi|Thriller,3.728033894885504,9913
1684,1922,121,Whatever (1998),Drama,3.2548076923076925,208
1685,1923,95,There's Something About Mary (1998),Comedy|Romance,3.519487750556793,25144
1686,1924,86,Plan 9 from Outer Space (1959),Horror|Sci-Fi,2.613348416289593,2210
1687,1925,179,Wings (1927),Action|Drama|Romance|War,3.697058823529412,340
1688,1926,105,"Broadway Melody, The (1929)",Musical,3.153409090909091,176
1689,1927,32,All Quiet on the Western Front (1930),Action|Drama|War,3.948364209696492,2537
1690,1928,103,Cimarron (1931),Drama|Western,3.0064935064935066,154
1691,1929,8,Grand Hotel (1932),Drama|Romance,3.707201086956522,736
1692,1930,179,Cavalcade (1933),Drama|Romance|War,2.8205128205128207,78
1693,1931,155,Mutiny on the Bounty (1935),Adventure|Drama,3.899442896935933,1795
1694,1932,58,"Great Ziegfeld, The (1936)",Drama|Musical,3.310909090909091,275
1695,1933,50,"Life of Emile Zola, The (1937)",Drama,3.5073529411764706,204
1696,1934,143,You Can't Take It with You (1938),Comedy|Romance,3.918918918918919,888
1697,1935,8,How Green Was My Valley (1941),Drama|Musical|Romance,3.8285870755750273,913
1698,1936,37,Mrs. Miniver (1942),Drama|War,3.764957264957265,702
1699,1937,58,Going My Way (1944),Comedy|Drama|Musical,3.559322033898305,531
1700,1938,27,"Lost Weekend, The (1945)",Drama,3.850262697022767,1142
1701,1939,32,"Best Years of Our Lives, The (1946)",Drama|War,4.077005923532579,1857
1702,1940,155,Gentleman's Agreement (1947),Drama,3.754062038404727,677
1703,1941,148,Hamlet (1948),Drama,3.76474278544542,797
1704,1942,89,All the King's Men (1949),Drama,3.8978310502283104,876
1705,1943,39,"Greatest Show on Earth, The (1952)",Drama,3.200199203187251,502
1706,1944,32,From Here to Eternity (1953),Drama|Romance|War,3.9286735788344656,2797
1707,1945,27,On the Waterfront (1954),Crime|Drama,4.127636054421768,5880
1708,1946,178,Marty (1955),Drama|Romance,3.902931854199683,1262
1709,1947,175,West Side Story (1961),Drama|Musical|Romance,3.752076752076752,8547
1710,1948,168,Tom Jones (1963),Adventure|Comedy|Romance,3.760146103896104,1232
1711,1949,155,"Man for All Seasons, A (1966)",Drama,4.104893410852713,2064
1712,1950,171,In the Heat of the Night (1967),Drama|Mystery,4.048539518900344,3492
1713,1951,58,Oliver! (1968),Drama|Musical,3.668658088235294,2176
1714,1952,79,Midnight Cowboy (1969),Drama,3.981232405380044,6394
1715,1953,161,"French Connection, The (1971)",Action|Crime|Thriller,3.940030334850076,8571
1716,1954,178,Rocky (1976),Drama,3.728691334673129,16918
1717,1955,30,Kramer vs. Kramer (1979),Drama,3.7211194918618498,5038
1718,1956,196,Ordinary People (1980),Drama,3.882855766915483,4153
1719,1957,64,Chariots of Fire (1981),Drama,3.715008025682183,6230
1720,1958,3,Terms of Endearment (1983),Comedy|Drama,3.636688379911746,4759
1721,1959,8,Out of Africa (1985),Drama|Romance,3.634788998530338,4763
1722,1960,0,"Last Emperor, The (1987)",Drama,3.846855532482943,6742
1723,1961,65,Rain Man (1988),Drama,3.900244489986697,27813
1724,1962,178,Driving Miss Daisy (1989),Drama,3.699016904447908,8341
1725,1963,60,Take the Money and Run (1969),Comedy|Crime,3.903155127081508,2282
1726,1964,171,Klute (1971),Drama|Mystery,3.783704039945529,2203
1727,1965,90,Repo Man (1984),Comedy|Sci-Fi,3.593611584327087,5870
1728,1966,25,Metropolitan (1990),Comedy,3.800188797986155,1589
1729,1967,130,Labyrinth (1986),Adventure|Fantasy|Musical,3.642556818181818,8800
1730,1968,70,"Breakfast Club, The (1985)",Comedy|Drama,3.8347800805748222,24077
1731,1969,135,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,2.4517195767195767,2268
1732,1970,135,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,2.7763007975693124,2633
1733,1971,135,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,2.462112831858407,1808
1734,1972,135,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,2.248459958932238,1461
1735,1973,135,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,2.3230277185501067,1407
1736,1974,135,Friday the 13th (1980),Horror|Mystery|Thriller,2.919573643410853,4128
1737,1975,135,Friday the 13th Part 2 (1981),Horror,2.498318385650224,1784
1738,1976,135,Friday the 13th Part 3: 3D (1982),Horror,2.207837648705389,1429
1739,1977,135,Friday the 13th Part IV: The Final Chapter (1984),Horror,2.2935026138909635,1339
1740,1978,135,Friday the 13th Part V: A New Beginning (1985),Horror,2.0431937172774868,1146
1741,1979,135,Friday the 13th Part VI: Jason Lives (1986),Horror,2.2134244372990355,1244
1742,1980,135,Friday the 13th Part VII: The New Blood (1988),Horror,2.046598322460392,1073
1743,1981,135,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,1.826860841423948,1236
1744,1982,135,Halloween (1978),Horror,3.5706573732403992,7317
1745,1983,135,Halloween II (1981),Horror,2.827878103837472,1772
1746,1984,23,Halloween III: Season of the Witch (1982),Horror,2.0182060390763765,1126
1747,1985,135,Halloween 4: The Return of Michael Myers (1988),Horror,2.4,1040
1748,1986,135,Halloween 5: The Revenge of Michael Myers (1989),Horror,2.1842379958246347,958
1749,1987,135,Prom Night (1980),Horror,2.4790996784565915,622
1750,1988,135,Prom Night II (1987),Horror|Thriller,2.1323529411764706,306
1751,1989,135,Prom Night III: The Last Kiss (1989),Horror,1.5891891891891892,185
1752,1990,135,Prom Night IV: Deliver Us From Evil (1992),Horror,1.4350649350649352,154
1753,1991,135,Child's Play (1988),Horror|Thriller,2.847800700661736,2569
1754,1992,147,Child's Play 2 (1990),Horror|Thriller,2.3334683954619124,1234
1755,1993,147,Child's Play 3 (1991),Comedy|Horror|Thriller,2.052947052947053,1001
1756,1994,146,Poltergeist (1982),Horror|Thriller,3.5221202003338896,9584
1757,1995,195,Poltergeist II: The Other Side (1986),Horror|Thriller,2.495538778311599,1457
1758,1996,195,Poltergeist III (1988),Horror|Thriller,2.014044943820225,1068
1759,1997,138,"Exorcist, The (1973)",Horror|Mystery,3.744800693240901,15002
1760,1998,23,Exorcist II: The Heretic (1977),Horror,1.901911468812877,994
1761,1999,23,"Exorcist III, The (1990)",Horror,2.686024551463645,1059
1762,2000,161,Lethal Weapon (1987),Action|Comedy|Crime|Drama,3.693994406037258,18949
1763,2001,161,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,3.342348835444959,13181
1764,2002,161,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,3.215144230769231,9152
1765,2003,135,Gremlins (1984),Comedy|Horror,3.284237288135593,11800
1766,2004,120,Gremlins 2: The New Batch (1990),Comedy|Horror,2.7547619047619047,4620
1767,2005,130,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,3.641724312468365,11854
1768,2006,153,"Mask of Zorro, The (1998)",Action|Comedy|Romance,3.2816606498194947,13850
1769,2007,26,Polish Wedding (1998),Comedy,2.727146814404432,361
1770,2008,133,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,2.532258064516129,93
1771,2009,141,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,3.494191674733785,4132
1772,2010,141,Metropolis (1927),Drama|Sci-Fi,3.9765444334324416,6054
1773,2011,110,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,3.554849934754241,22990
1774,2012,110,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,3.3372789177825517,21881
1775,2013,41,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,3.311169102296451,4790
1776,2014,192,Freaky Friday (1977),Children|Comedy|Fantasy,3.0823429541595924,1767
1777,2015,82,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,3.367761452031115,2314
1778,2016,81,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,2.6186868686868685,792
1779,2017,192,Babes in Toyland (1961),Children|Fantasy|Musical,2.9671689989235737,929
1780,2018,35,Bambi (1942),Animation|Children|Drama,3.5003770739064857,7956
1781,2019,128,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,4.25476920775043,13367
1782,2020,168,Dangerous Liaisons (1988),Drama|Romance,3.884274250316768,7103
1783,2021,110,Dune (1984),Adventure|Sci-Fi,3.310567296996663,8990
1784,2022,19,"Last Temptation of Christ, The (1988)",Drama,3.6317144959529055,2718
1785,2023,167,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,3.433191085822665,10545
1786,2024,19,"Rapture, The (1991)",Drama|Mystery,3.295877659574468,752
1787,2025,36,Lolita (1997),Drama|Romance,3.462664403903267,2357
1788,2026,111,Disturbing Behavior (1998),Horror|Thriller,2.641673931996513,1147
1789,2027,139,Jane Austen's Mafia! (1998),Comedy|Crime,2.4724724724724725,999
1790,2028,78,Saving Private Ryan (1998),Action|Drama|War,4.044107902443195,46783
1791,2029,38,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,3.4434782608695653,460
1792,2031,9,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy,2.6188524590163933,244
1793,2032,46,"Barefoot Executive, The (1971)",Children|Comedy,2.8990825688073394,218
1794,2033,176,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,3.1972059779077324,1539
1795,2034,34,"Black Hole, The (1979)",Children|Sci-Fi,2.828896418199419,2066
1796,2035,192,Blackbeard's Ghost (1968),Children|Comedy,3.1746794871794872,312
1797,2036,46,Blank Check (1994),Children|Comedy,2.342857142857143,1085
1798,2037,46,Candleshoe (1977),Adventure|Children|Comedy,3.32843137254902,408
1799,2038,35,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,2.8814523184601923,1143
1800,2039,9,Cheetah (1989),Adventure|Children,2.6779661016949152,59
1801,2040,46,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,2.8943196829590487,757
1802,2041,74,Condorman (1981),Action|Adventure|Children|Comedy,2.6979166666666665,768
1803,2042,46,D2: The Mighty Ducks (1994),Children|Comedy,2.65929203539823,2373
1804,2043,192,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,3.3047711781889,1027
1805,2044,116,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,2.513011152416357,269
1806,2045,46,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance,3.3836898395721926,374
1807,2046,86,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,3.4337848766680144,4946
1808,2047,163,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical,2.973684210526316,152
1809,2048,35,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,3.4864,1875
1810,2049,58,"Happiest Millionaire, The (1967)",Comedy|Musical,3.2783783783783784,185
1811,2050,46,Herbie Goes Bananas (1980),Adventure|Children|Comedy,2.501577287066246,951
1812,2051,46,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,2.5768772348033373,839
1813,2052,192,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,3.08006477150054,2779
1814,2053,46,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,2.126488095238096,4368
1815,2054,192,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.718742232165051,16092
1816,2055,81,Hot Lead and Cold Feet (1978),Action|Comedy|Western,2.763285024154589,207
1817,2056,46,In Search of the Castaways (1962),Adventure|Children,3.433734939759036,166
1818,2057,9,"Incredible Journey, The (1963)",Adventure|Children,3.357041251778094,703
1819,2058,183,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,3.593673287212676,8962
1820,2059,75,"Parent Trap, The (1998)",Children|Comedy|Romance,3.2688172043010755,3813
1821,2060,134,BASEketball (1998),Comedy,3.030326004548901,2638
1822,2061,174,Full Tilt Boogie (1997),Documentary,3.146153846153846,130
1823,2062,8,"Governess, The (1998)",Drama|Romance,3.13875,400
1824,2063,148,"Seventh Heaven (Septième ciel, Le) (1997)",Drama|Romance,2.717391304347826,69
1825,2064,190,Roger & Me (1989),Documentary,3.8783705421861407,6898
1826,2065,56,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,3.6875161207118903,3877
1827,2066,21,Out of the Past (1947),Film-Noir,4.080711920529802,1208
1828,2067,189,Doctor Zhivago (1965),Drama|Romance|War,3.928148546824543,5574
1829,2068,186,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,3.975735673722251,1937
1830,2069,39,"Trip to Bountiful, The (1985)",Drama,3.797376093294461,1029
1831,2070,81,Tender Mercies (1983),Drama|Romance|Western,3.946560196560197,1628
1832,2071,79,And the Band Played On (1993),Drama,3.811965811965812,1287
1833,2072,120,"'burbs, The (1989)",Comedy,3.114909638554217,3320
1834,2073,188,Fandango (1985),Comedy,3.4568661971830985,568
1835,2074,182,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,3.5259740259740258,308
1836,2075,179,Mephisto (1981),Drama|War,3.75089605734767,558
1837,2076,98,Blue Velvet (1986),Drama|Mystery|Thriller,3.849827621172176,9862
1838,2077,9,"Journey of Natty Gann, The (1985)",Adventure|Children,3.4932920536635708,969
1839,2078,163,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,3.650268603263032,10052
1840,2079,2,Kidnapped (1960),Adventure|Children|Drama,3.244525547445256,137
1841,2080,9,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,3.5835058336469703,10628
1842,2081,194,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,3.5317596566523606,15145
1843,2082,46,"Mighty Ducks, The (1992)",Children|Comedy,2.885437541750167,4491
1844,2083,58,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,3.590921866216976,3558
1845,2084,58,Newsies (1992),Children|Musical,3.1878097125867195,1009
1846,2085,9,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,3.4367939112855272,8409
1847,2086,192,One Magic Christmas (1985),Drama|Fantasy,3.0025252525252526,198
1848,2087,137,Peter Pan (1953),Animation|Children|Fantasy|Musical,3.5656790770844258,7628
1849,2088,52,Popeye (1980),Adventure|Comedy|Musical,2.5539083557951483,3339
1850,2089,35,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,3.309047237790232,2498
1851,2090,35,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,3.461550785004806,3121
1852,2091,46,Return from Witch Mountain (1978),Children|Sci-Fi,2.9010082493125573,1091
1853,2093,130,Return to Oz (1985),Adventure|Children|Fantasy,2.9699627857522595,1881
1854,2094,71,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,3.0642526964560863,6490
1855,2095,9,"Shaggy D.A., The (1976)",Children|Comedy,2.8103217158176945,746
1856,2096,137,Sleeping Beauty (1959),Animation|Children|Musical,3.5712149266486257,7021
1857,2097,63,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,3.4052388289676427,1298
1858,2098,82,Son of Flubber (1963),Children|Comedy,2.8515625,448
1859,2099,163,Song of the South (1946),Adventure|Animation|Children|Musical,3.573551263001486,1346
1860,2100,3,Splash (1984),Comedy|Fantasy|Romance,3.219836859089279,11156
1861,2101,108,Squanto: A Warrior's Tale (1994),Adventure|Drama,3.136986301369863,146
1862,2102,163,Steamboat Willie (1928),Animation|Children|Comedy|Musical,3.4453978159126364,1282
1863,2103,81,Tall Tale (1995),Adventure|Children|Fantasy|Western,3.0514018691588785,214
1864,2104,121,Tex (1982),Drama,3.254355400696864,287
1865,2105,54,Tron (1982),Action|Adventure|Sci-Fi,3.324559696409458,10277
1866,2106,179,Swing Kids (1993),Drama|War,3.337395543175488,1436
1867,2107,147,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,2.5279927173418297,2197
1868,2108,3,L.A. Story (1991),Comedy|Romance,3.6083717357910903,6510
1869,2109,95,"Jerk, The (1979)",Comedy,3.632688420444701,6926
1870,2110,159,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,3.282420749279539,2429
1871,2111,134,"Man with Two Brains, The (1983)",Comedy,3.22948898265354,2133
1872,2112,42,Grand Canyon (1991),Crime|Drama,3.393102057281162,2479
1873,2113,23,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller,2.1742125984251968,508
1874,2114,121,"Outsiders, The (1983)",Drama,3.586023142509135,3284
1875,2115,156,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,3.695939274253271,24306
1876,2116,176,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,3.207336846372112,4934
1877,2117,27,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,3.634007029876977,3414
1878,2118,4,"Dead Zone, The (1983)",Thriller,3.638596004439512,3604
1879,2119,135,Maximum Overdrive (1986),Horror,2.3663793103448274,1276
1880,2120,23,Needful Things (1993),Drama|Horror,2.9373376623376624,1540
1881,2121,112,Cujo (1983),Horror|Thriller,2.7640247040658776,1943
1882,2122,135,Children of the Corn (1984),Horror|Thriller,2.638095238095238,2520
1883,2123,9,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,3.0442727957799547,2654
1884,2124,192,"Addams Family, The (1991)",Children|Comedy|Fantasy,3.22759939724122,8627
1885,2125,3,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,3.652478632478633,5850
1886,2126,183,Snake Eyes (1998),Action|Crime|Mystery|Thriller,2.8037217545414266,4514
1887,2128,120,Safe Men (1998),Comedy,3.290748898678414,227
1888,2129,184,"Saltmen of Tibet, The (Salzmänner von Tibet, Die) (1997)",Documentary,3.4545454545454546,66
1889,2130,167,Atlantic City (1980),Crime|Drama|Romance,3.8178947368421055,1900
1890,2131,196,Autumn Sonata (Höstsonaten) (1978),Drama,3.962328767123288,584
1891,2132,30,Who's Afraid of Virginia Woolf? (1966),Drama,4.029346092503987,3135
1892,2133,158,Adventures in Babysitting (1987),Adventure|Comedy,3.23621157323689,4424
1893,2134,70,Weird Science (1985),Comedy|Fantasy|Sci-Fi,3.2930455232655804,5953
1894,2135,163,Doctor Dolittle (1967),Adventure|Children|Musical,3.042958820538892,1967
1895,2136,120,"Nutty Professor, The (1963)",Comedy|Sci-Fi,2.855124340617935,2654
1896,2137,35,Charlotte's Web (1973),Animation|Children,3.559250413374977,5443
1897,2138,176,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,3.697162604583485,2749
1898,2139,35,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,3.72747893713545,4629
1899,2140,130,"Dark Crystal, The (1982)",Adventure|Fantasy,3.5964185572266123,7846
1900,2141,35,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,3.369588981198076,4574
1901,2142,163,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,3.030518586507572,2179
1902,2143,88,Legend (1985),Adventure|Fantasy|Romance,3.275406180312201,3139
1903,2144,70,Sixteen Candles (1984),Comedy|Romance,3.6323874427438274,8951
1904,2145,70,Pretty in Pink (1986),Comedy|Drama|Romance,3.369318986266459,7063
1905,2146,188,St. Elmo's Fire (1985),Drama|Romance,3.164657980456026,3070
1906,2147,56,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,2.59045643153527,1205
1907,2148,195,House (1986),Comedy|Fantasy|Horror,2.9679144385026737,1122
1908,2149,23,House II: The Second Story (1987),Comedy|Fantasy|Horror,2.3256735340729,631
1909,2150,60,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,3.6504109257916366,8274
